file,offset,score,speaker,ours,reference,reference_speaker,episode,japanese
1/S1061.DAT,0x48000,0.07,쿠쿠루,"쿠쿠루: 지금은 함께 못 가지만, 반드시 그 힘을 얻어서 널 따라갈게.",,,,今は一緒には行けないけど / かならす その力を手に入れて / あなたを追いかけるわ。
1/S1061.DAT,0x48076,0.08,아크,아크: 알겠어. 그럼 난 이만 갈게...,,,,・・わかつた。<CTRL:E4:3D> / じゃ行くから・・。
1/S1061.DAT,0x480C8,0.50,쿠쿠루,"쿠쿠루: 아크, 몸조심해.","""아크.. 조심해...""",,3,アーク、元気でね。
1/S1071.DAT,0x478D6,0.06,촌장,"촌장: 자, 이 앞부터는 너희 화이트 가문의 사람만 들어갈 수 있다.",,,,村長  / さあ、この先から先は / おまえ達ワイト家の者しか入れない。
1/S1071.DAT,0x47932,0.15,,약속대로 이 마을에서 내보내 줄 거지? 정말로 자유롭게 해 줄 거지?,,,,約束どおり、 / この村から出してくれるの？ / 本当に自由にしてくれるの？
1/S1071.DAT,0x4798E,0.08,촌장,"촌장: 아아, 물론이지. 하지만 그 전에 시온산 정상에 있는 봉인의 불꽃을...",,,,村長  / ああ本当だとも。 / でもその前に、シオン山の山頂にある / 封印(ふういん)の炎を・・。
1/S1071.DAT,0x479FA,0.17,,알고 있어.,,,,分かつてる。
1/S1072.DAT,0x478CC,0.06,촌장,촌장: 신의 피를 이은 일족만 들어갈 수 있도록 결계가 지키던 시온산의 불꽃도...,,,,村長  / 神の血を引く一族しか入れない / 結界(けつかい)に守られた / シオン山の炎も
1/S1072.DAT,0x47932,0.11,촌장,촌장: 이 말괄량이 덕분에 마침내 꺼지는구나.,,,,村長  / じゃじゃ馬娘のおかげで / ついに消えるか。
1/S1072.DAT,0x47996,0.25,촌장,촌장: 돌아왔구나...,마침내 돌아왔군..,,8,村長  / もどつて来たようだな・・。<CTRL:E4:79>
1/S1072.DAT,0x479F4,0.38,촌장,"촌장: 오오, 기다리고 있었네.",기다리고?,,11,村長  / おお、待ちかねたぞ。<CTRL:E4:5B>
1/S1072.DAT,0x47A68,0.38,촌장,촌장: 무슨 일이냐?,무슨 일이 생긴 거지?,여인,1,村長  / どうした？
1/S1072.DAT,0x47AA8,0.19,,목소리가... 아주 무서운 목소리가 들렸어요. 분명 좋지 않은 일이 생길 것 같아요...,,,,声が・・ / とても恐ろしい声がした。 / きつと、よくないこが / 起きる気がする・・。
1/S1072.DAT,0x47B0E,0.17,촌장,"촌장: 쿠쿠루도 의외로 겁이 많구나. 자, 돌아가자.",,,,村長  / ククルも意外とおくびょうだな。<CTRL:E4:3D> / さっ、帰ろう。
1/S1072.DAT,0x47B94,0.07,촌장,촌장: 후후후... 잘됐군. 안델 대신에게 상을 많이 받아야겠어...,,,,村長  / フフフ・・うまくいつた。<CTRL:E4:3D> / アンデル大臣にたつぷりと / ほうびをもらわねば・・。
1/S1072.DAT,0x47C24,0.09,,"그날 밤, 시온산에는 십 년 만의 눈보라가 몰아쳤다.",,,, /  /  /  /  /  / その夜、シオン山は /     10年ぶりのふぶきにみまわれた<CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D>
21/S2011.DAT,0x4791A,0.44,,여기가 팔렌시아성인가...,팔렌시아 성,,19,これが、パレンシア城か・・。
21/S2011.DAT,0x47AAA,0.18,,뭐지? 전쟁이라도 시작되나?,,,,何だ？ 戦争が始まるのか？
21/S2011.DAT,0x47AF6,0.29,,이봐! 기다려 줘!,잠깐 기다려!,아크,19,おーい!<CTRL:E4:3D> / 待つてくれよー!
21/S2011.DAT,0x47BAC,0.23,병사,"병사: 꼬마야, 팔렌시아성에는 무슨 일이지? 여긴 아이들 놀이터가 아니다!","""이 성에 무슨 일이지? 여긴 어린이들이 올만한 곳이 아니야.""",,3,兵士  / パレンシア城に何の用だ小僧(こぞう)。ここは子供の遊び場ではないぞ!
21/S2011.DAT,0x47C0C,0.12,,놀러 온 게 아니야. 나는 토우빌에서 온 아크. 왕께서 부르셨어.,,,,遊びに来たんじゃない。 / 俺はトウヴィルから来たアーク。王様に呼ばれたんだ。
21/S2011.DAT,0x47C68,0.25,병사,병사: 토우빌의 아크. 이렇게 어린아이였다니...,"""토우빌의 아크가 왔습니다.""",,3,兵士  / トウヴィルのアーク。 / こんな子供だつたのか・・。
21/S2011.DAT,0x47CC0,0.10,병사,병사: 이야기는 들었다. 들어가도 좋다.,,,,兵士  / 話は聞いている。 / 通つてよし。
21/S2012.DAT,0x478A6,0.07,병사,병사: 국왕의 명을 마친 뒤 돌아오시오.,,,,兵士  / 王の命を果たしてから戻られよ。
21/S2013.DAT,0x478C6,0.12,병사,병사: 국왕 폐하께서 기대하고 계신다. 좋은 결과를 가지고 돌아오도록.,,,,兵士  / 王はお前に期待しておられる。 / 良い結果を持ち帰るのだぞ。
21/S2013.DAT,0x47A5E,0.10,병사,"병사: 뭐야, 이 술 취한 자는!?",,,,兵士  / 何だ、このヨッパライは!？
21/S2013.DAT,0x47AAA,0.10,,"뭐라고, 이 자식아!",,,,なんだと、このやろう!
21/S2013.DAT,0x47AE8,0.10,,나도 안에 들여보내라고 하는 거야!,,,,おれも中に入れろつてんだよ!
21/S2013.DAT,0x47B2A,0.08,병사,병사: 시끄러워! 저쪽으로 꺼져!!,,,,兵士  / うるさい! / あつちにいつてろ!!
21/S2013.DAT,0x47B6A,0.10,,나는... 야마모토다!!,,,,おれは<CTRL:E4:3D><CTRL:E4:3D><CTRL:E4:3D>ヤマモトだっ!!<CTRL:E4:3D><CTRL:E4:3D>
21/S2013.DAT,0x47B9A,0.05,병사,"병사: 이봐! 그만두, 그만두지 못해!!",,,,兵士  / こら! / やめろ、やめないか!!
21/S2013.DAT,0x47BDA,0.07,,"병사 
어서 비켜라！！",,,,兵士  / さつさとどけろ!!
21/S2013.DAT,0x47C00,0.06,,"어엇, 어어어어...",,,,お、と・と・と・と<CTRL:E4:3D>
21/S2013.DAT,0x47C34,0.03,,우게에에에에에에에!,,,,うげえええええええ
21/S2013.DAT,0x47C80,0.20,,무슨 일입니까?,무슨 일이 생긴 거지?,여인,1,どうしたんですか？
21/S2013.DAT,0x47CBC,0.12,병사,병사: 시내의 술 취한 자가 난동을 부리고 있다고.,,,,兵士  / ダウンタウンのヨッパライがあばれてるんだよ。
21/S2013.DAT,0x47D20,0.40,,괜찮아?,"쿠쿠루, 괜찮아?",아크,5,大丈夫？
21/S2013.DAT,0x47D5E,0.04,,"리에 양, 귀엽구먼.",,,,リエちゃんかわいいのふ
21/S2013.DAT,0x47D9E,0.12,,나와 함께 언제 한번 가지 않겠나!,,,,わしと一緒にいつっいどうじゃ!
21/S2013.DAT,0x47E08,0.08,,듣기 좋구먼. 잠이 확 깨버렸어.,,,,きくのふ / よいがさめちまつたわい
21/S2013.DAT,0x47E4C,0.08,리에,"리에: 너, 토슈와 제법 좋은 승부를 할 수 있겠는걸.",,,,リエちゃん / あんた、トッシュといい勝負ができるな
21/S2013.DAT,0x47E9A,0.14,,시내에 올 일이 있으면 만나게 해 줄게.,,,,ダウンタウンに来ることがあつたら / あわせてやるぜ
21/S2013.DAT,0x47EE6,0.14,,"자, 집에 돌아갈까!",,,,さーて、うちに帰るか!
21/S2013.DAT,0x47F48,0.22,,괜찮으려나...,"폐하, 괜찮으십니까?",아크,20,大丈夫かしら・・・
21/S2014.DAT,0x478F8,0.25,,돌아왔구나.,마침내 돌아왔군..,,8,もどつてきたな。
21/S2014.DAT,0x47934,0.07,,오랜만인 것 같아.,,,,ひさしぶりな気がする。
21/S2014.DAT,0x47974,0.10,,여러 일도 있었으니까.,,,,いろいろあつたしね。
21/S2014.DAT,0x47AC0,0.00,,뭘까...?,,,,なんだろう・・？
21/S2014.DAT,0x47AFE,0.10,,분명 죄인일 거라고 생각하는데...,,,,きつと罪人(ざいにん)だと / 思うんだけど・・。
21/S2014.DAT,0x47B4E,0.04,,죄인? 눈이 고왔어.,,,,罪人？ / きれいな目をしていたわよ。
21/S2014.DAT,0x47BA2,0.19,병사,병사: 아크인가? 왕과의 약속은 다했나?,,,,兵士1  / アークか？ / 王との約束を果たしたのか？
21/S2014.DAT,0x47BF4,0.17,,그래.,,,,ああ。
21/S2014.DAT,0x47C2C,0.09,,그런데 방금 사람은?,,,,ところで今のは？
21/S2014.DAT,0x47C66,0.05,병사,"병사: 아, 저자는 시내의 경호원일세.",,,,兵士1  / あっ、あれはダウンタウンの用心棒。
21/S2014.DAT,0x47CB2,0.11,병사,병사: 굉장히 실력이 뛰어난 녀석이라는군...,,,,兵士1  / えらくうでが立つヤツらしいが・・。
21/S2014.DAT,0x47D08,0.07,,무슨 못된 짓을 한 거야?,,,,何か悪いことしたの？
21/S2014.DAT,0x47D4C,0.10,병사1,"병사1: 자세히는 모르지만, 대신이 발령한 팔렌시아 개조 계획에 반대했다는군.",,,,兵士1  / くわしくはしらんが / 大臣の発令したパレンシア改造計画に / たてついたらしい。
21/S2014.DAT,0x47DB2,0.38,,팔렌시아 개조 계획?,팔렌시아 성,,19,パレンシア改造計画？
21/S2014.DAT,0x47DF2,0.09,병사1,"병사1: 팔렌시아의 안전을 위해 주민을 가려서, 군의 허가 없이는 드나들지 못하게 할 모양이야.",,,,兵士1  / パレンシアの安全のために住民を選び / 軍の許可なく出入りできないように / するらしい。
21/S2014.DAT,0x47E5C,0.08,병사1,병사1: 내몰리는 주민들이 반대하는 모양이지만...,,,,兵士1  / 追い出される住民が / 反対してるようだが・・。
21/S2014.DAT,0x47EB2,0.12,병사2,"병사2: 이봐, 수다가 너무 지나치잖아!",,,,兵士2  / こら、おしゃベりが過ぎるぞ!
21/S2014.DAT,0x47EFC,0.19,병사2,"병사2: 아크, 왕께서 기다리고 계신다. 어서 가는 게 좋겠어.",,,,兵士2  / アーク、王がお待ちかねだ。 / 早く行くがいい。
21/S2021.DAT,0x4857C,0.12,,어째서 도시 한복판에 마물이 있는 거지?,,,,なんで、こんな街の中に / モンスターがいるの？
21/S2021.DAT,0x4860E,0.21,,큰일이야! 여자아이가 마물에게 공격받고 있어!,"봐, 어떤 여자가 몬스터에게 공격당하고 있어!",포코,5,大変だ! / 女の子がモンスターに / おそわれてる!
21/S2021.DAT,0x48666,0.40,아크,아크: 쿠쿠루!,"쿠쿠루, 괜찮아?",아크,5,ククル!
21/S2021.DAT,0x486B0,0.29,쿠쿠루,"쿠쿠루: 아크, 이게 어떻게 된 일이야?","아크, 이건 무슨 일이야?",쿠쿠루,5,アーク、どうなつてるの？
21/S2021.DAT,0x486FC,0.10,아크,아크: 우리가 쓰러뜨린 마물이 복수하러 온 거야. 지금 구해 줄 테니 기다려!,,,,俺達が倒したモンスターが / 仕返しにやつてきたんだ。 / 今、助けるから待つてろ!
21/S2021.DAT,0x48830,1.00,아크,"아크: 쿠쿠루, 괜찮아?","쿠쿠루, 괜찮아?",아크,5,ククル、大丈夫か？
21/S2021.DAT,0x48870,0.08,쿠쿠루,쿠쿠루: 나도 제법 잘 싸우지?,,,,私だつて / りつっに戦えるでしょ？
21/S2021.DAT,0x488FE,0.40,아크,아크: 쿠쿠루...,"쿠쿠루, 괜찮아?",아크,5,ククル・・。
21/S2021.DAT,0x4893A,0.06,쿠쿠루,"쿠쿠루: 약속대로 힘을 얻어 왔는데, 갑자기 너무 많이 썼나 봐...",,,,約束どおり、<CTRL:E4:3D>力を手に入れて<CTRL:E4:29> / 来たんだけど<CTRL:E4:3D> / 急に使いすぎたみたい。
21/S2021.DAT,0x4899E,0.20,쿠쿠루,쿠쿠루: 괜찮아. 조금만 쉬면...,"쿠쿠루, 괜찮아?",아크,5,大丈夫、<CTRL:E4:3D>ちょつと休めば・・。
21/S2021.DAT,0x489EA,0.40,아크,아크: 말하지 마.,걱정하지 마.,아크,6,しゃベるな。
21/S2021.DAT,0x48A26,0.11,아크,아크: 쉬게 해야 해.,,,,休ませなきゃ。
21/S2022.DAT,0x47918,0.26,,마지막 돌이 설마 이 성의 지하에 있을 줄이야...,마지막 돌이 이 성에 있다고 했지.,아크,19,最後の石がまさかこの城の地下にあるとはな・・。
21/S2022.DAT,0x47968,0.11,,왕도 모르시는 거겠지. 나는 대신이 수상하다고 생각해.,,,,王も知らないんでしょう。 / 私は大臣が怪しいと思うな。
21/S2022.DAT,0x479B8,0.11,,누구를 믿을 수 있을지 모르겠어. 정면으로 가도 방해받을 뿐이겠지.,,,,誰が信用できるかわからない。 / まともに行つても邪魔される / だけだろうしな。
21/S2022.DAT,0x47A1E,0.08,,강행 돌파할 수밖에 없잖아!,,,,強行突破(きょうこうとつっ) / しかねえだろうが!
21/S2022.DAT,0x47A6E,0.11,,하지만 어디로 돌이 있는 지하에 간단 말이냐?,,,,でもどこから石のある / 地下に行くんじゃ？
21/S2022.DAT,0x47AB8,0.09,,지하로 통하는 길이라면 곳간이나 감옥밖에는 생각할 수 없겠군.,,,,地下へ通じる道なら / 倉庫か牢屋しか / 考えられないなっ。
21/S2022.DAT,0x47B10,0.12,,그러고 보니 전에 몬스터가 있었던 곳은 지하 창고였어.,,,,そう言えば、前にモンスターが / いたのは地下倉庫だつた。
21/S2022.DAT,0x47B62,0.17,,"좋아, 지하 창고로 가 보자!",,,,よし、地下倉庫に行つてみよう!
21/S2022.DAT,0x47C3C,0.15,병사1,병사1: 아크 님이신가. 왕의 임무는 끝내셨습니까?,,,,兵士1  / アーク殿か。 / 王の任を終えたのか？
21/S2022.DAT,0x47C8C,0.11,,"아니, 그런 건 아니지만...",,,,いや / そうじゃないんだけど・・。
21/S2022.DAT,0x47CE2,0.09,,"잠시 부탁이 있는데, 성의 지하 창고로 가고 싶어.",,,,ちょつとそのこで / 城の地下倉庫に行きたいんだ。
21/S2022.DAT,0x47D30,0.08,병사2,병사2: 그거라면 안델 님의 허가를 받으면 되지 않나.,,,,兵士2  / それならアンデル様の / 許可をとればいいではないか。
21/S2022.DAT,0x47D86,0.07,,그게 안 되니까 부탁하는 건데...,,,,それができないから / 頼んでるのに・・。
21/S2022.DAT,0x47F2A,0.14,,거칠게 나오는군.,,,,手荒なこをしおる。
21/S2022.DAT,0x47F68,0.05,,이제 물러설 수는 없군.,,,,もう後にはひけんな。
21/S2031.DAT,0x47932,0.33,대신,"대신: 토우빌의 아크, 들어오너라.","""토우빌의 아크가 왔습니다.""",,3,大臣  / トウヴィルのアーク、入るがよい。
21/S2033.DAT,0x47936,0.08,쿠쿠루,쿠쿠루: 반역자라는 게 아까 그 사람인가?,,,,謀反人つてさつきの人？
21/S2033.DAT,0x47978,0.05,아크,아크: 아마도.,,,,多分。
21/S2033.DAT,0x479B0,0.11,쿠쿠루,쿠쿠루: 마음에 걸려.,,,,気になるなっ。
21/S2033.DAT,0x479EC,0.00,아크,아크: 뭐가?,,,,何が？
21/S2033.DAT,0x47A24,0.13,쿠쿠루,쿠쿠루: 그런 사람처럼 보이지 않았어.,,,,だつてそんな人に見えなかつた。
21/S2033.DAT,0x47A68,0.11,아크,아크: 저 대신도 뭔가 수상하고.,,,,あの大臣も何か怪しいしな。
21/S2033.DAT,0x47AAA,0.11,쿠쿠루,"쿠쿠루: 포코, 지하 감옥이 어디인지 알아?",,,,ポコ、地下牢の場所知つてる？
21/S2033.DAT,0x47AEE,0.12,포코,"포코: 응, 알고는 있지만...",,,,うん、そりゃ知つてるけど・・。
21/S2033.DAT,0x47B34,0.08,아크,아크: 그럼 결정됐네.,,,,決まりだな。
21/S2033.DAT,0x47B6E,0.17,쿠쿠루,"쿠쿠루: 자, 안내해 줘.",,,,さつ、案内して。
21/S2033.DAT,0x47BAC,0.11,포코,포코: 이래도 되는 걸까...,,,,いいのかなっ・・。
21/S2034.DAT,0x47994,0.07,대신,"대신: 흥! 계획은 조금 틀어졌지만, 너희들 덕분에 수고를 던 셈이군.",,,,大臣  / フンッ / 少し計画はくるつたが、 / おまえらのおかげで手聞がはぶけたわ。
21/S2034.DAT,0x479F8,0.14,대신,대신: 왕께서 기다리신다. 어서 가 보아라.,,,,大臣  / 王がお待ちだ。早くいつてやれ。
21/S2041.DAT,0x47EFE,0.11,,에리어 MAP을 열까요?|연다|열지 않는다,,,,<CTRL:E5:03>エリアMAPをオープンしますか？ / <CTRL:E5:03>オープンする / <CTRL:E5:03>オープンしない / 
21/S2041.DAT,0x47FF8,0.15,승무원,"승무원: 아크 님이시군요. 이제 미르마나로 출발하겠습니다만,",,,,乗員  / アーク殿ですね。 / これからミルマーナに出発しますが、
21/S2041.DAT,0x4804E,0.17,승무원,승무원: 미르마나 입국 후에는 군 본부의 허가 없이는 다른 나라로 갈 수 없습니다.,,,,乗員  / ミルマーナに入国後は / 軍本部の許可がないと / 他の国には行くことができません。
21/S2041.DAT,0x480B4,0.21,승무원,승무원: 미르마나를 황폐하게 만드는 몬스터들은 우리나라보다 강력하다고 합니다.,또한 미루마나의 몬스터는 이곳의 몬스터들보다 강력합니다.,,6,乗員  / ミルマーナを荒らすモンスター達は / わが国より強力だといいます。
