physical_index,char,unicode,sources,v240_piece_indices,official_piece_indices,pixel_hamming,changed,before_bitmap_sha256,after_bitmap_sha256
504,떤,U+B5A4,V319 atlas identity,85/209/252,105/231/280,19,1,B49ACA0D1D5FE22BD0A806D9AC3755071206A060F223D2C90179CADDF2E7A96E,E2612BBAE12D950644C3674C47A75C4D1FCB60E6FB95C5A391129B93A77EFDEB
505,며,U+BA70,V319 atlas identity; V320 assignment,7/167/-1,7/189/-1,0,0,3E9605E4CCFDB3D06A4EB1D110850EC9C199F8F0009B96AF48F5EC0F84E9D0B0,3E9605E4CCFDB3D06A4EB1D110850EC9C199F8F0009B96AF48F5EC0F84E9D0B0
506,빨,U+BE68,V319 atlas identity; V320 assignment,89/205/256,109/227/256,31,1,700360D3A5C9E98D018CA6ABA958741AB9BE6DEE20D6E7CF031D07651BE1AB1B,4A4FA40232D0E3B69882723484D75A721FCE4BF2712846B6C099349F682927BC
507,듣,U+B4E3,V319 atlas identity; V320 assignment,104/223/283,124/245/339,53,1,48BA339F3768A65AE03C99925FD1DC158CA401B00B81F6D4376BE5B3578B62C4,6D42ED0BE2F877D9D4A1A666209AD878637F42DB01754E133E4D2A87E13C623A
508,숨,U+C228,V319 atlas identity,130/218/320,130/240/348,35,1,859D61082C4CFFADD35744763431F2BA21D5A24FEAEED8A867E333177028D483,71292D174BCB3F8E4967B6FCBACC0C90CD33ED3EAAF4797212B7C15C1F4B9813
509,놓,U+B193,V319 atlas identity; V320 assignment,103/213/303,123/235/359,55,1,29F8C8A7A9D91D9448B6219DD3A07E1A818BEE556BD059F39AAC1E7ACCFC1130,A6A79F032FC825C6E23E046FE2DF1E6501A9D51D47502DCFF26B280AE601CED3
510,효,U+D6A8,V319 atlas identity; V320 assignment,39/173/-1,39/195/-1,0,0,E26DDC928399452EFB2E3F9A2EBFF62CDD1CD00545436BA263748E44EDC597B4,E26DDC928399452EFB2E3F9A2EBFF62CDD1CD00545436BA263748E44EDC597B4
511,섯,U+C12F,V319 atlas identity; V320 assignment,90/209/267,110/231/295,18,1,7D54B4897862FB613BA2EC5DFED2FB463FF74BCFE3EC6F732BE3B0977EDB98CA,A48A1AEC498567C0E9B584E4050C79A7F8C69C728838DF167B19B45CAA7AA6A5
512,싱,U+C2F1,V319 atlas identity; V320 assignment,90/225/269,110/247/297,18,1,1C8A2470E8826605E922A0C758584EA1E32E63457BEFB35858C524200E07FB60,38D982138DC01B4B08E10B0EC34C43FD2F7570839C99A2860E7EE14D06B628A0
513,최,U+CD5C,V319 atlas identity; V320 assignment,75/172/-1,75/194/-1,0,0,C1DBB479CEE4D431DD73057ED75C1092906E0AEE7A48BE527E865997D55D9842,C1DBB479CEE4D431DD73057ED75C1092906E0AEE7A48BE527E865997D55D9842
514,설,U+C124,V319 atlas identity; V320 assignment,90/209/256,110/231/284,18,1,9975958081354F61B09C186AD7F9ABC91082C452FE45EFD3CD5B493F5FD2CA78,7103BFC23C2847846717965A04B22F4FC06441D7D813039E03DA509EBF2A5223
515,림,U+B9BC,V319 atlas identity,86/225/264,106/247/292,15,1,4049AA822DBA2C518569B3872F1FDBFBBC6221854E4848FB5B65E31924B4DC24,7D5336FF03A2E9D7A11B17304ACFBB690F63502BCA29DA699B6C17789671221C
516,접,U+C811,V319 atlas identity,93/209/265,113/231/293,18,1,86857AE80D94088FD43D0433C6DBA6A14352D2DCC8EC10BCBE7C766CC3F746AF,1D6AB31988BC9633B38B35067A284934C4D02EB09D7F782197BDEE00C4BC6B4F
517,확,U+D655,V319 atlas identity; V320 assignment,159/214/333,159/236/249,12,1,245E83F9765B62F6B4C7A6062A1BFD858436D696A07073B3071571F1F7837E1B,C3081C26895604FD3F8D70BDB5221E44D718008D3F917A6D890B72859C0DDD31
518,낼,U+B0BC,V319 atlas identity; V320 assignment,83/206/256,103/228/312,18,1,E7496B7375C0859D58F18786B3D15C768E92990A7BB2D17FC0478914EEA13C3D,DF75C2669FBCA6EAAAF7DA42D78B747D50F78760D72D3CA5DED63A721E575C9C
519,몸,U+BAB8,V319 atlas identity,107/213/292,127/235/348,66,1,77654405D858E6B286EC8FFD505297C9E60240EB24BF6B2AD55D9DD736D5CB74,FD543910A72DEF723366B6E853DDA6AC7E7FB1C389403F1EEB8CC61577C4F492
520,풍,U+D48D,V319 atlas identity; V320 assignment,138/218/325,138/240/353,37,1,CE1BFB92F20BF632BD76C003A4F770D40EEEA297AD41DC3CCEAD7C5FC3F03AEE,71D673DA9B0DB7E956C255E01819085176D86685D486B864B0CF58A4E5977603
521,립,U+B9BD,V319 atlas identity; V320 assignment,86/225/265,106/247/293,15,1,E3389B00095FDE557CA1849F06B8245E4BDB1A03462CEE965F44B8F54DCECFE6,C5467C5C19D1181BBB7675E0D6E01A84EA43EF8C00FAE465B70AD24AE84FE108
522,송,U+C1A1,V319 atlas identity; V320 assignment,110/213/297,130/235/353,58,1,7E66D1175186B2F483E22FBE428D7680D87F8A9D152ECDE4FE837A0D92CD80B1,ED2794EF66E9AA60E4C74CD779B7C5F3A54D37C3C5F4E88790E88178AAC49A78
523,쟁,U+C7C1,V319 atlas identity,93/206/269,113/228/325,33,1,AE7FD0091B5C4525A9B6B308CD278036C943155369521E0EBA63E99668029762,1A7A9293E1A8882D2EDF9AAF97807CB0F5FACAB1B120385E4B359F366C8B2F6A
524,붙,U+BD99,V319 atlas identity; V320 assignment,128/218/329,128/240/357,23,1,F65BC813E0C71C4D5A2CA63AB97E9C07A56EDB14BD98D3F04156D06355905C4A,30112E88DCB28DA8480B324962AA3737C5B0CC78AEFB25404190EC01E0B0F61E
525,밀,U+BC00,V319 atlas identity; V320 assignment,87/225/256,107/247/284,16,1,B947FD7B76649DC7D8859B30AAFDA337B4435344563B7428BF7DEB7C3145F18B,383EDBDB6BA8F47E579E743C99A6A86D105C3EA2583503FB0D9066CB0A621850
526,평,U+D3C9,V319 atlas identity; V320 assignment,98/211/269,118/233/297,31,1,EB868775FBCB7764B67DBB1DE6DBF9098E1C01B316B9CE873FF2A5E34BACD489,068627D2AA96BE606D907C6569B45B0FE510ECE5D984ED3D9CBC7FB00F24C369
527,빠,U+BE60,V319 atlas identity; V320 assignment,9/161/-1,9/183/-1,0,0,B47982F7F2E0160C4720838FAC644B776D8C8D35048B425A73CECA09FD385648,B47982F7F2E0160C4720838FAC644B776D8C8D35048B425A73CECA09FD385648
528,플,U+D50C,V319 atlas identity; V320 assignment,118/223/284,138/245/340,52,1,DD333943F55C598B743BD93186676C799E2540F89A5134F61F45CC8D4456BE6F,FCD533AEF9F674F4C3858FE9A0E12BB8A71FD4F18066D5576151E85114AB10ED
529,혼,U+D63C,V319 atlas identity,119/213/280,139/235/336,60,1,31A4ADE8C81CEF4F61328F894975685C2331128BCA5E68E2684BE355B4EDCD98,914F4CEA03D0F3BA609F313B8978C5356D8015F14FD34A61397BEB159B8B3AAE
530,름,U+B984,V319 atlas identity; V320 assignment,106/223/292,126/245/348,59,1,195C68574D2F4A1F2675372F1DF03BC66A8BE96F178F64F6BC634F64C06F67DE,5671E675456188D886CC677D831557C2EB02353F747A7C42E8F5F276B544E93F
531,옥,U+C625,V319 atlas identity; V320 assignment,112/213/277,132/235/333,51,1,20080AFDA29F6425370E365399020ACCF593BBD57BDB63511B3167931746E83C,E1FFA76B5F64066216DDF14A0FF3124D51756C34D22ADE04156984D43E24764E
532,특,U+D2B9,V319 atlas identity; V320 assignment,117/223/277,137/245/333,51,1,4E885DC82499A34067B7F7F6D36DFACE4B74A05FDD7903137D0698236EDD23B1,3913B7B57588542D371231AA3C2DCFCB1E1C7DA9A8C63A53A8C8B60B223FB1F6
533,씀,U+C500,V319 atlas identity; V320 assignment,111/223/292,131/245/348,58,1,2C0BC2E4719E0677BFB1EB6738FF377B7C7AE659618EBAB385C2146C93A2851A,531737E0F0E7C6675A82525662D295872D1DF0428113A1F572054BFBDE95C0A9
534,황,U+D669,V319 atlas identity; V320 assignment,159/214/353,159/236/269,34,1,C377777E6093AB90452F7809A1739AA81C575099D99D95F1E405D127C784C5B4,4ECFCAFF6C72D07C9052D2DD282F30A821DDE82ABF36A726B3135F235B676676
535,새,U+C0C8,V319 atlas identity; V320 assignment,10/162/-1,10/184/-1,0,0,753F865829CBA476DDC33D244E6CC0D83239078E9743394B1FBEAF2420BB26BD,753F865829CBA476DDC33D244E6CC0D83239078E9743394B1FBEAF2420BB26BD
536,란,U+B780,V319 atlas identity; V320 assignment,86/205/252,106/227/252,15,1,1AF9BE5B4B0E7751C7B67F0F656EFBF1C5274766FC8EC5DBF23CCEB93529B802,27CB01B454CF176BB76757E1978F0F413991F1A563A8F66EBCD6B7D307EC7CC6
537,왜,U+C65C,V319 atlas identity,72/171/-1,72/193/-1,0,0,52F234290B57F386BA5466A323233C6D93586C3B723F924A41A58C3727920F27,52F234290B57F386BA5466A323233C6D93586C3B723F924A41A58C3727920F27
538,끈,U+B048,V319 atlas identity; V320 assignment,102/223/280,122/245/336,50,1,FCD3CED1C8D8C6B94CC5A5EF14AD92621032C38D8EC71B2C8CAA4D74FE9EEF80,100908DE3E5FD92EBC2E7DBEC27207FF9FFE93291DDDBDDC60115FADC6ED0A31
539,훗,U+D6D7,V319 atlas identity; V320 assignment,139/218/323,139/240/351,29,1,A34A400DF7424CBF2063D5C5D2F0B384066F15CBA4509278486A8AA7F8DD0CCE,0ECCF68FCBA940875F19C0158DEAFEE216BB0D2B90654E7E193CB06F57053D3D
540,턴,U+D134,V319 atlas identity; V320 assignment,97/209/252,117/231/280,15,1,6972D96690D6E72F304BFE6B372532203723A223C57F30215775503388DFBFA3,40D5BD8A46B637FC3B3AC0E45877212F75A81844C519D204E975A4AED682DF33
541,책,U+CC45,V319 atlas identity; V320 assignment,95/206/249,115/228/305,27,1,E407747F7D94FE22C7FDAB467323E256F294F8426052BDBA198A5D83553024E0,B84344C70835E3656CE519812234800C772924C2298FFE82E9D8F334A2C06CD6
542,엔,U+C5D4,V319 atlas identity; V320 assignment,92/210/252,112/232/308,32,1,F759973ABBA82E13A5312C3EF8C2C7535E97DFD124D7A7123A06098747EC85B6,9459B44D84E4780E50C8155A08D2EC02023540758DA94AB417350DB727F1DAA3
543,풀,U+D480,V319 atlas identity; V320 assignment,138/218/312,138/240/340,23,1,A73C2576C5C4B30D7F0F64C7D1E3E88994EC1BDF3E19E04BF3612E61E3BF3DB4,0D884DD0302947243FD56DE20D8C9EF2C5258A47ACCF10F9F386D56C943F2EE9
544,깨,U+AE68,V319 atlas identity; V320 assignment,2/162/-1,2/184/-1,0,0,68373E172ACC9C86691B8C131FE0FA335C26FEABEFE256F63113B67FD86BE59E,68373E172ACC9C86691B8C131FE0FA335C26FEABEFE256F63113B67FD86BE59E
545,꺼,U+AEBC,V319 atlas identity; V320 assignment,2/165/-1,2/187/-1,0,0,E27A2B816A1428C767B83CC7ABC222D20619EDEC1A8013FD8FB9AF6F35616801,E27A2B816A1428C767B83CC7ABC222D20619EDEC1A8013FD8FB9AF6F35616801
546,허,U+D5C8,V319 atlas identity; V320 assignment,19/165/-1,19/187/-1,0,0,AAE90092B0C5914405C34FAC6CC2B91DA82F9CB8DE00D6D8F9ABEB9870F168FB,AAE90092B0C5914405C34FAC6CC2B91DA82F9CB8DE00D6D8F9ABEB9870F168FB
547,닙,U+B2D9,V319 atlas identity; V320 assignment,83/225/265,103/247/293,13,1,2C094CA6CFE8695C6BF1F38477EF1086F47AB17B8557531AF560C87D78511933,30CE8E3E0DA1699DF8169E4FD11419534528B535C383C496E4CB7B5DA0F37F6A
548,필,U+D544,V319 atlas identity; V320 assignment,98/225/256,118/247/284,32,1,4683826E03FEDED6F4E3D96C453ED804526FBCA440DE42695EABC947DC85D700,03C6D6FAE29A1FAE89EA610C2811598D03FD377B24121C779EB5EA1E9FF7A32B
549,착,U+CC29,V319 atlas identity; V320 assignment,95/205/249,115/227/249,18,1,2336B0B38AF386344B317553F938F2B3E79350EC9800980C9506928FA70BA1C4,DDC306E3B8C162FC0D9ED5D3F81698219FDA8ED50766208E595CB6638574B99B
550,외,U+C678,V319 atlas identity,72/172/-1,72/194/-1,0,0,2753DF128BB4946C40FA62CE2FC8EEB23F9E17B6B4D19185699D279E55D883BC,2753DF128BB4946C40FA62CE2FC8EEB23F9E17B6B4D19185699D279E55D883BC
551,혀,U+D600,V319 atlas identity; V320 assignment,19/167/-1,19/189/-1,0,0,264778F613376889E86DB2A0077140D3ED746D5F2CC55839E631059820AFC66D,264778F613376889E86DB2A0077140D3ED746D5F2CC55839E631059820AFC66D
552,옛,U+C61B,V319 atlas identity; V320 assignment,92/212/267,112/234/323,21,1,315A74C21505A455FC05B803E87FEAF28C37D10BFEB1BF61D7215DF9D4610DBF,9DFC7F2C8A4B11645C33CCBA4955A420FE70FD30A051765C998485E79267019E
553,또,U+B610,V319 atlas identity; V320 assignment,25/169/-1,25/191/-1,0,0,EED426991007B06AF8091A77A132E0FF3B6B0BD63C7FB5FBDB07ECE092C919A6,EED426991007B06AF8091A77A132E0FF3B6B0BD63C7FB5FBDB07ECE092C919A6
554,층,U+CE35,V319 atlas identity; V320 assignment,115/223/297,135/245/353,62,1,E7C75D47A896AB65689AEA926B131D118B42336348E972F84B53B73D5693BF6C,7EDBB9178282A30E5CC0BC7D5D9563A03C723565A0DF546D846FCE6B3CEFCD9A
555,굉,U+AD49,V319 atlas identity; V320 assignment,141/238/353,141/216/297,34,1,07AB59F191C40603EA6B2C029A812949C8D3A14EF5B9C61169759D21568791D5,0A3C8A32C09A3D381D0D9D6E0F17194EA417B728E8D5EE9DF2A628C58BB771A0
556,재,U+C7AC,V319 atlas identity,13/162/-1,13/184/-1,0,0,0B81060DF4FC24EB429446A74B9FC38DD6BEB8EAF2B9C0BE5DF83C32452050F5,0B81060DF4FC24EB429446A74B9FC38DD6BEB8EAF2B9C0BE5DF83C32452050F5
557,땅,U+B545,V319 atlas identity; V320 assignment,85/205/269,105/227/269,19,1,1BFDA4A14181E5A140B5EF211056FDB62A0DE44D70DE9A3D439BE8C9F102F3B2,3CBD730E243139B4D923F86277DADC923AD33C5AE51C966C8F7076031493F114
558,링,U+B9C1,V319 atlas identity; V320 assignment,86/225/269,106/247/297,15,1,034FA33C994D730687BFED5B0538F7ABE8A17BE21A8C016926149DCFD0F1B9A8,647F5D808094E0DDB72375DECDCE6DC70F059BA5ADCC0138A921242902CFB5F3
559,났,U+B0AC,V319 atlas identity; V320 assignment,83/205/268,103/227/268,13,1,9B7B4662D37C95982C3C8B2B0702FFFA8B859E412E30F9AB6D1A9F3F155E7190,AFFB6CA4B3F954F03627BBFE5E031A4FFF30D65DA12AE561FDB01EB39E72BF30
560,찌,U+CC0C,V319 atlas identity; V320 assignment,14/181/-1,14/203/-1,0,0,2884ACC2848EC0EC1A4E45BE69E40141A372209CBE9ADEA6167EBF26BF2A19C6,2884ACC2848EC0EC1A4E45BE69E40141A372209CBE9ADEA6167EBF26BF2A19C6
561,쓸,U+C4F8,V319 atlas identity; V320 assignment,111/223/284,131/245/340,51,1,4182594505FE328B6FFCCAB9CC20A88B7D3BE363E59FA793ED3842DD7B757EC1,DF580F5812D594FA31B0CCBFE02D202C5678EF1BB571A88BB8A39D3DCDD5B5F2
562,렴,U+B834,V319 atlas identity; V320 assignment,86/211/264,106/233/292,15,1,2DD9D7FF212D78A8A04C82AB08195AF3206BE826BA1D0E6457ECF05B82C4639A,24B1513E37C5E1BC84D29A8FAE6AEA833608677697C6217549E41D26C8775023
563,갔,U+AC14,V319 atlas identity,81/227/268,101/205/268,18,1,9970BDB9D91ECB091BB29203BFA3A43B84C774D4CC4FC419C40DABE4697DCF0D,1CFC125F93FF4B74F32F2A803A90C34F03A365D49FEEADA9AA92CAC4AFF7F598
564,낙,U+B099,V319 atlas identity; V320 assignment,83/205/249,103/227/249,13,1,2844DC494AADA14238AFE568824D7EBDD6E8A3C1522225F3BEC2B5939BECDF14,1D14A9340732689263DF40A0205A4F2F0349BB021610074529B66F683CD0F87F
565,듯,U+B4EF,V319 atlas identity; V320 assignment,104/223/295,124/245/351,65,1,9CFAC6625E9F2323BA2C92ACFBBBF61AC758FA01791F97B5DE575D88C1CC0428,D56DD3AB9364F8701AE69A23BF9A8A2A7F7335643DDE756B16035EC5ED66B5A3
566,샤,U+C0E4,V319 atlas identity; V320 assignment,10/163/-1,10/185/-1,0,0,30576D2B368BD494374A4A9076B3081F6EDA031ED26ECE45A77BD077255A21F0,30576D2B368BD494374A4A9076B3081F6EDA031ED26ECE45A77BD077255A21F0
567,젠,U+C820,V319 atlas identity,93/210/252,113/232/308,26,1,BC26B82D31999C111C71F0B184E92A810AEDC6856C00CD09A517FB9D7E2B61D3,D0E10B1896B039F2051D1D51F808D2347D8EB9E0D868FFCBFEF2C60582393B17
568,좀,U+C880,V319 atlas identity,113/213/292,133/235/348,51,1,96058B0954711DF7B8AFF5C5BC227FF9F20B5E1E06E4F525C07EAE74ACE71CA1,C8EDA519E5D1D062619E512CE1C40AD39A1257A792AD8987AA2766EE3FE4D8B1
569,달,U+B2EC,V319 atlas identity; V320 assignment,84/205/256,104/227/256,13,1,33618716E9BD39FC85161FF3ACDB559E39830E714698A34F33D6E4DA8D8156C0,D54142126FAFA2E16C824CEAA8D5CFE1771A797888305BA1B598E9706B342948
570,값,U+AC12,V319 atlas identity; V320 assignment,81/227/266,101/205/266,18,1,CBCD25D156DF0EA84983119AE24CD58E76896BDE57B9A6CFF11740B83BC4F603,2A7FA7CE2D0470F7C650C483B0726CAFB206CCD85D02B3E0EDDC97FC57E48BDC
571,칠,U+CE60,V319 atlas identity; V320 assignment,95/225/256,115/247/284,18,1,965E13A1FF8C1736A65D024CC70B35C950A6E963E3580FBF76D46D73712AFB6F,A76755AFD50E3702CEB60BFA7B6A2E57E35A81ABD222890EB27C1E1FA04774BC
573,범,U+BC94,V319 atlas identity; V320 assignment,88/209/264,108/231/292,16,1,7F8869F11368D409AAFF57056D7663E0AD8126BD033563A1BE35DE9EBED95EFC,F8880436E958E018DFBD15B08CF29347666F4CC51E65FA69E65849E8434686E7
574,북,U+BD81,V319 atlas identity; V320 assignment,128/218/305,128/240/333,19,1,E96EFB7E0496C2124BC50D4C06912C596E79539708C87B08C66DCAC63AF59559,4278F5EEDF14E29DB3F271D0E2578F74B5711CDE3CB6806615902361C5FEB4FC
575,쌓,U+C313,V319 atlas identity,91/205/275,111/227/275,36,1,982242B9D90C35B17446F092E92AF9BBD3EF37141FE173D0214A08601BF64E03,BF54E13EBFA473EF8CCBA4859A177AF6E1306222E1F1FC525824AD9F8CC21438
576,먹,U+BA39,V319 atlas identity; V320 assignment,87/209/249,107/231/277,16,1,D93D2E447FEB4FD5E608250A543D294CC7FA01A98C0D5EFB9B8CA8D018063D1B,D4A774C5FDF5A7C4ED6EEBE0A63D5B6EB12AF7747665E29D78843A10B7EE07E4
577,굴,U+AD74,V319 atlas identity; V320 assignment,121/240/312,121/218/340,23,1,AFBFB7A3D67244A9528446393538EAB5B9BB2BA070290410AAA97A572FB5D67F,F1049103276083251321B246E39F1EF37119B8F6BD3DC5DC1980E6DEF5F52D92
578,엘,U+C5D8,V319 atlas identity; V320 assignment,92/210/256,112/232/312,26,1,298364700F7207BF22FACAC3F177627C020E9D3A10E9507D53C930D51EE11D67,334BD2CD0CC56D127084446601B08B3F9DB9A52C01523C6A5F0FEB3703AB8E07
579,끄,U+B044,V319 atlas identity,22/179/-1,22/201/-1,0,0,0E3043AB0BB3A71FA83C633B21E036E14F1FE3D8AC76E60AC4986C0238CD27B6,0E3043AB0BB3A71FA83C633B21E036E14F1FE3D8AC76E60AC4986C0238CD27B6
580,끌,U+B04C,V319 atlas identity; V320 assignment,102/223/284,122/245/340,49,1,8EB0ACF2028F7B7468A07FEB0D8D9FCEBA913A1AFBEC6055094BC093BD9CB591,9227A50E3A2A25B579167DAE19F34449ED37FE14B173F819DF46F08A0DE1C502
581,햣,U+D5A3,V319 atlas identity; V320 assignment,99/207/267,119/229/267,22,1,4D419C5AAB22602BF5B6316BF27B5F368DE40EE3044F12DD03A6A644B6EEE86E,E41F71D392C4F43D2CDF02EF9DBA15BD0EEB811195648B072B2A1FE438B2BC37
582,귀,U+ADC0,V319 atlas identity; V320 assignment,61/199/-1,81/177/-1,0,0,DB9A1C0E6EC72F5431B27541AC24D17A102633D55BE392C59FF64E7A78E3D6B7,DB9A1C0E6EC72F5431B27541AC24D17A102633D55BE392C59FF64E7A78E3D6B7
583,낳,U+B0B3,V319 atlas identity; V320 assignment,83/205/275,103/227/275,13,1,6694D9B47D6036BEB78024E34D76FA8087DFCA560D5E03F16934A88BF53F8675,ACB397046AF5DEF2A778B6E9C31A81E27B1BA52856AFF15627ADF989A17C999F
585,킬,U+D0AC,V319 atlas identity,96/247/256,116/225/284,23,1,E77DAB34C3642F046A4582C8E482B6B56F8CA4973D09A1613DA2A08C9D5C56E5,42AD5494D90EA442637150D25BD8E5EAC6EF8B1A63E6195B32AE27FFA62EE95F
586,릭,U+B9AD,V319 atlas identity; V320 assignment,86/225/249,106/247/277,15,1,426538D9EBE6DE558BD86AA24C028630D721DBEDBDC58493C3F481162D5E4148,2112E1F1C12A029AB8AA5C843D4E77AE86AAB7697D4DFF060DE51A07DE259827
587,깐,U+AE50,V319 atlas identity; V320 assignment,82/205/252,102/227/252,15,1,21ECB37040513F751533F67664DF6CE51F6A882EA915493C19E5E5EC34DD5373,ACF1E731E32D1D1531CCDACDEC74AB55EE2F196811C06CD585EA800F31BB3114
588,겸,U+ACB8,V319 atlas identity; V320 assignment,81/233/264,101/211/292,18,1,C58CF2797736F1300567C347B479993DAE20B7796F4049233EAAB942B180E5E9,45C6CEA3E4D7B4F294F59CB2DF0ED7670ECEB8EB80A5DADE04ECA9623A03500A
589,근,U+ADFC,V319 atlas identity; V320 assignment,101/245/280,121/223/336,44,1,ACD5D8303EFB99E1B3CB195DE88518EB99B4651DF70F16B4332D159990513145,741ABD5089A1412942AE1E4CA5D0941D88C9EF3793A9D5C1D1009ABDC7F5F5C7
590,랑,U+B791,V319 atlas identity; V320 assignment,86/205/269,106/227/269,15,1,C9F16D302E095131E5DCD901B39AA456133AA0FD6F97367C7BC66EEF41C2566B,7AA1F88DCBA350E0A6631720CC729CF710129F81AF60C4EC66DE5795BDFC7D72
591,쨌,U+CA0C,V319 atlas identity; V320 assignment,94/206/268,114/228/324,20,1,9D5BAD361823518973EFC2ADB32DC910EA810CE993930FEDD0A98F98140C2B83,95E0083A93A1E2F6095E267BDE9D535C3A50CF5AE7871A135260913948381361
592,셈,U+C148,V319 atlas identity; V320 assignment,90/210/264,110/232/320,32,1,C6D10A5803752B779D61B2249EF7225D1A0C0602BBCB87829736AD73A8F26326,3A0B82A8C89633F70F181EC9C7745BC168A7E7176E16353B931425B6AF1186C9
593,섬,U+C12C,V319 atlas identity,90/209/264,110/231/292,18,1,10685B8B9B19F3C5EE8A35F9FCD057EA5E37AB83F1432916CD03E40DEBDA0425,B6BF2ECE85B144220FA1FAF51A9D70C8D927120DDAE9931D02F92638634B1A5A
594,퍼,U+D37C,V319 atlas identity; V320 assignment,18/165/-1,18/187/-1,0,0,34533D0DD352AC92ECEC0EE32E923948D3EC7AF2F1B148F844E06B8DBAB9E1A7,34533D0DD352AC92ECEC0EE32E923948D3EC7AF2F1B148F844E06B8DBAB9E1A7
595,획,U+D68D,V319 atlas identity; V320 assignment,159/216/333,159/238/277,12,1,ABC3637C8523DCAEBEA6C7D6E288A1C81171A9915BDB1A7AE2BCF39DB8BE930E,1DF4C1528283CB9ACF519BDC17E774428C83940880C6DCAC519A27CC693DD8FC
596,띠,U+B760,V319 atlas identity; V320 assignment,5/181/-1,5/203/-1,0,0,C1DD402AC7B426DCF2EA4222BD970B6E9BDF81F87BE9D74CCA69D804BC10E82F,C1DD402AC7B426DCF2EA4222BD970B6E9BDF81F87BE9D74CCA69D804BC10E82F
597,므,U+BBC0,V319 atlas identity; V320 assignment,27/179/-1,27/201/-1,0,0,507782A6CA1879C91B685601105FE55A07467D8EC8BC7992366747CB67EEBF24,507782A6CA1879C91B685601105FE55A07467D8EC8BC7992366747CB67EEBF24
598,끼,U+B07C,V319 atlas identity; V320 assignment,2/181/-1,2/203/-1,0,0,74034CEE64CCE341423B0BF11F487134ACFDDAF2A8BBF348385C7079E5FCEEA7,74034CEE64CCE341423B0BF11F487134ACFDDAF2A8BBF348385C7079E5FCEEA7
599,싫,U+C2EB,V319 atlas identity,90/225/263,110/247/291,18,1,680202469BDB9FDC49EEDC3DF1C026C063B8944D292B9D40C51A94CB9AE21E23,F9F250A7EB85637654FE7C0DFD0E68E3D2EC5CB563FAF07E8F40B9E789E596D5
600,삼,U+C0BC,V319 atlas identity; V320 assignment,90/205/264,110/227/264,18,1,A5BAF5D9085C2C630B91F3C6EBB237FF6E56A7E4F6388DFED7CAA025B88239ED,FD5EE3C660C48D8E34788082FE261110C523356B9335BC39C788DBFD2AEE226C
601,판,U+D310,V319 atlas identity,98/205/252,118/227/252,32,1,191BAB369A864EB81F3828D516A9B32C34F6C564008429D9CB9736B1D10CBC80,1C74AC51EEA229DFA33AA07320114A7B2BA29CB461027DBBC399F7F17DE80BE4
602,걱,U+AC71,V319 atlas identity; V320 assignment,81/231/249,101/209/277,18,1,9FD962AF742D356EADEEA80D175037DB1443D92D9D62998384A8599FB3A9C6F7,0885369870D2D2B18382652210B639C83639FE55F658EBCEA370225371DACE05
603,갚,U+AC1A,V319 atlas identity; V320 assignment,81/227/274,101/205/274,18,1,AB65154A881D94195CD05883B6284C0FC7A4DFC42785BF09AB607F04F818940D,4DEBB7D59575A675491CE06C4DD745A3506B98433BBB9E8C9122B3A7B5046CC4
604,읽,U+C77D,V319 atlas identity; V320 assignment,92/225/257,112/247/285,22,1,0A41A218BBA393FD2967E8AE6B4775246A24ECF946BD63A2EEA44C0E7B6B0BF7,784F365511499D305C51745816D977BEBEE3AA634B6EA1E22432EE51280A9E8E
605,닫,U+B2EB,V319 atlas identity,84/205/255,104/227/255,13,1,F2700DC328AD0257BD38D5500C39BFC0FBCF654EAF6F81F23807CEB164CA649F,DBC38867A68C5C19C6284C313381DFD6D82870D34B4FD87E6733BBE6E69D37C5
606,놀,U+B180,V319 atlas identity; V320 assignment,103/213/284,123/235/340,45,1,4E4A283FDCE6A0267925C252C08DA4BAD9E68DF5C8D6291D089DE20FB85C938E,17884B6EE0CE7DF4483A3EECA47F99FBCB3483C99DDF6397C16E9010468EE3AB
607,뭘,U+BB58,V319 atlas identity; V320 assignment,147/219/340,147/241/284,18,1,9B16D20FFE621F37BFD22D79A948A20AEBC9E92F6DA3AB4AA89F3960BFE71A22,F34E2140575992E777F608BBDF07460B5729DDA5243D5B20308C2707695CB88B
608,죄,U+C8C4,V319 atlas identity; V320 assignment,73/172/-1,73/194/-1,0,0,EDAC37F861AF60D26318848AF733F09EEA301AC55C07B8644C92002F9F0FFC3D,EDAC37F861AF60D26318848AF733F09EEA301AC55C07B8644C92002F9F0FFC3D
609,창,U+CC3D,V319 atlas identity; V320 assignment,95/205/269,115/227/269,18,1,576FB181530711228CE75D90A8985614F28F87B3AE2AC4887FC9C31241871CD5,79BB37315981838451239A39C4B5022EE4032346146D4545836D97E50B39181C
611,친,U+CE5C,V319 atlas identity; V320 assignment,95/225/252,115/247/280,18,1,9FC7F0C5D0E04504F45F18500C18D9D59C8D8EFE074220829781410489B0965E,F015013FA26E850C0DCB9420AF403D12981F563581706F2209DE66B8DF611A7C
612,끔,U+B054,V319 atlas identity; V320 assignment,102/223/292,122/245/348,56,1,83DE239A5E4133643B342A1E6C41D4A2DFA486602023632052BBF34D43BEB8FD,05C05288EC264B2197F2255C83F546924E55127CB907FE5CE01839C5DE132DDA
