logical_physical,runtime_physical,char,unicode,sources,hanme_ink,thin_ink,hanme_sha256,thin_sha256,changed
514,514,설,U+C124,V319 atlas; V320 assignment; identity,64,43,7103BFC23C2847846717965A04B22F4FC06441D7D813039E03DA509EBF2A5223,972BC3AB93D5051E22C75392837CFA8179E0742A9878980029A50BF4AA9C6635,1
515,515,림,U+B9BC,V319 atlas; identity,67,49,7D5336FF03A2E9D7A11B17304ACFBB690F63502BCA29DA699B6C17789671221C,96077E16BFA73F13E925EDB7B46EF0CEC24AE51C029309B337CA7EA7F5C085FE,1
516,516,접,U+C811,V319 atlas; identity,71,47,1D6AB31988BC9633B38B35067A284934C4D02EB09D7F782197BDEE00C4BC6B4F,5171310B0170C352CB3ED45E14CCC8AE74F218CF188B4A9E8E65766CF05E764D,1
517,517,확,U+D655,V319 atlas; V320 assignment; identity,72,53,C3081C26895604FD3F8D70BDB5221E44D718008D3F917A6D890B72859C0DDD31,803E1A15FC112A3BB7C723B969AF9B750044EE9EECDCF23FEB42AD8843912279,1
518,518,낼,U+B0BC,V319 atlas; V320 assignment; identity,79,57,DF75C2669FBCA6EAAAF7DA42D78B747D50F78760D72D3CA5DED63A721E575C9C,C3A703E3718E7EE537E47EA2BF171DF292DA4140CC3F8B4645D86A8530671DF8,1
519,519,몸,U+BAB8,V319 atlas; identity,77,58,FD543910A72DEF723366B6E853DDA6AC7E7FB1C389403F1EEB8CC61577C4F492,72835C238ED36AC82ADE6244B4BD7C920A4571FB492863743EBF4ADD6F62DB93,1
520,520,풍,U+D48D,V319 atlas; V320 assignment; identity,73,56,71D673DA9B0DB7E956C255E01819085176D86685D486B864B0CF58A4E5977603,BF903FF5909F4BF187CF335DE4A35A0D91E9A42CB290B5C44675F9C0C30E174A,1
521,521,립,U+B9BD,V319 atlas; V320 assignment; identity,67,49,C5467C5C19D1181BBB7675E0D6E01A84EA43EF8C00FAE465B70AD24AE84FE108,0D7D854A192444C80B6A287C7629322718A0FE37AF5B13A5019B891767261D07,1
522,522,송,U+C1A1,V319 atlas; V320 assignment; identity,62,43,ED2794EF66E9AA60E4C74CD779B7C5F3A54D37C3C5F4E88790E88178AAC49A78,35BD14BBD884067A9D85D83EAA6C791EC20567257A6D2D86A81B34F800CD1B5B,1
523,523,쟁,U+C7C1,V319 atlas; identity,78,51,1A7A9293E1A8882D2EDF9AAF97807CB0F5FACAB1B120385E4B359F366C8B2F6A,200183789B9BCD464D754C9D1922E95FD184EA19018615A8FC23D917859A5846,1
524,524,붙,U+BD99,V319 atlas; V320 assignment; identity,76,60,30112E88DCB28DA8480B324962AA3737C5B0CC78AEFB25404190EC01E0B0F61E,91E136CB6BB03CE92AFA5BCC4F7B002963360F290F497D3BF75D9290B904F0B5,1
525,525,밀,U+BC00,V319 atlas; V320 assignment; identity,71,51,383EDBDB6BA8F47E579E743C99A6A86D105C3EA2583503FB0D9066CB0A621850,1A26930BD074A03924BB2C939F0A16F13C342CF3D444EBF83CDCD72B34FFDC63,1
526,526,평,U+D3C9,V319 atlas; V320 assignment; identity,74,53,068627D2AA96BE606D907C6569B45B0FE510ECE5D984ED3D9CBC7FB00F24C369,FB6B86672E9E6FD7B7E65F239755C9DFF71BC6EBF42AE7D7811FDDE5E428CFF9,1
527,527,빠,U+BE60,V319 atlas; V320 assignment; identity,66,43,B47982F7F2E0160C4720838FAC644B776D8C8D35048B425A73CECA09FD385648,8E2A68A046A323E5D6BB80D50D0D426241FB064C4FB02DB230715AC4AD379AA7,1
528,528,플,U+D50C,V319 atlas; V320 assignment; identity,78,63,FCD533AEF9F674F4C3858FE9A0E12BB8A71FD4F18066D5576151E85114AB10ED,57138E5BBDDDB24BF628406559694128431D99BC7F40175D3AD979511EF1A7A8,1
529,529,혼,U+D63C,V319 atlas; identity,66,51,914F4CEA03D0F3BA609F313B8978C5356D8015F14FD34A61397BEB159B8B3AAE,0CA4811E6E82803B7FE8A1A8A2CDBC6166296F959BCEC818E925A83149077E65,1
530,530,름,U+B984,V319 atlas; V320 assignment; identity,77,62,5671E675456188D886CC677D831557C2EB02353F747A7C42E8F5F276B544E93F,1CE5B1FE6E4CF46BC5A94167B8711D0DAD553BC4119547EE39BC2097A5477082,1
531,531,옥,U+C625,V319 atlas; V320 assignment; identity,58,43,E1FFA76B5F64066216DDF14A0FF3124D51756C34D22ADE04156984D43E24764E,32BB79DE2601EBC1436E1DAEBC7F00BE6688B48055B45A43256582529801BDA9,1
532,532,특,U+D2B9,V319 atlas; V320 assignment; identity,61,50,3913B7B57588542D371231AA3C2DCFCB1E1C7DA9A8C63A53A8C8B60B223FB1F6,3F1815B3F7FA45490F10CCBA9688470A3531AEB68879CCC9666DA5C50D03679E,1
533,533,씀,U+C500,V319 atlas; V320 assignment; identity,70,47,531737E0F0E7C6675A82525662D295872D1DF0428113A1F572054BFBDE95C0A9,479D2B28C4858FA765A77E5A4C1CB6EA81CFE1DEFBA91974EEDCB862084B02A3,1
534,534,황,U+D669,V319 atlas; V320 assignment; identity,79,57,4ECFCAFF6C72D07C9052D2DD282F30A821DDE82ABF36A726B3135F235B676676,B5394CA6972637458700E3F2255D3A4563296CE387BAC1D7FF4D0AA451728472,1
535,535,새,U+C0C8,V319 atlas; V320 assignment; identity,68,38,753F865829CBA476DDC33D244E6CC0D83239078E9743394B1FBEAF2420BB26BD,AF8945398DF0645FD4F744210A69257799BDED471B18DE2A5F9BD4E383FD56AC,1
536,536,란,U+B780,V319 atlas; V320 assignment; identity,57,43,27CB01B454CF176BB76757E1978F0F413991F1A563A8F66EBCD6B7D307EC7CC6,4CBD882F9F37075A433B61119BC3E6E7685F23E5CEA449902C441AA95AAF4F9B,1
537,537,왜,U+C65C,V319 atlas; identity,83,53,52F234290B57F386BA5466A323233C6D93586C3B723F924A41A58C3727920F27,A6818C9306E2AD349D2A89E7BBAB7D26396AB7E9F3344F43F2AB189DEF9A2F73,1
538,538,끈,U+B048,V319 atlas; V320 assignment; identity,53,40,100908DE3E5FD92EBC2E7DBEC27207FF9FFE93291DDDBDDC60115FADC6ED0A31,6B2422EF674282DB7BAA2245E465E82DF4120DB065DE4B5208D6DF2CD5D268C8,1
539,539,훗,U+D6D7,V319 atlas; V320 assignment; identity,67,47,0ECCF68FCBA940875F19C0158DEAFEE216BB0D2B90654E7E193CB06F57053D3D,94190635573CAE218E2D033239F1646A6DE793E8920C1D4AA2FE1C25B5EACAC4,1
540,540,턴,U+D134,V319 atlas; V320 assignment; identity,57,42,40D5BD8A46B637FC3B3AC0E45877212F75A81844C519D204E975A4AED682DF33,F029078AD53A4535D3D774AC785C3A62AD0555178718E20EC6DEFCA8AB1D7B15,1
541,541,책,U+CC45,V319 atlas; V320 assignment; identity,72,47,B84344C70835E3656CE519812234800C772924C2298FFE82E9D8F334A2C06CD6,2286A582A1C93460033F3EA63DCEB684100F96AB770AEE336EF291C263C2B7EE,1
542,542,엔,U+C5D4,V319 atlas; V320 assignment; identity,74,45,9459B44D84E4780E50C8155A08D2EC02023540758DA94AB417350DB727F1DAA3,913D1CA5C716DD7BBD4C7FB1BCED97025A8547007CAB27FC6269508D7DC55A46,1
543,543,풀,U+D480,V319 atlas; V320 assignment; identity,82,66,0D884DD0302947243FD56DE20D8C9EF2C5258A47ACCF10F9F386D56C943F2EE9,D4FC670872408C9EA4C4F8DE2970F395BE7904696B93692A2829200A7E056B16,1
544,544,깨,U+AE68,V319 atlas; V320 assignment; identity,77,46,68373E172ACC9C86691B8C131FE0FA335C26FEABEFE256F63113B67FD86BE59E,A1ACDA0FA63E1C388B040FA8A5B45DFBE8D02FD6ABA7CA17C0B424F6ED52C926,1
545,545,꺼,U+AEBC,V319 atlas; V320 assignment; identity,57,34,E27A2B816A1428C767B83CC7ABC222D20619EDEC1A8013FD8FB9AF6F35616801,9B06727D75F957C75A6BD209C51F9E95B27CB797464049FE3BC6E44B705A3B8A,1
546,546,허,U+D5C8,V319 atlas; V320 assignment; identity,59,37,AAE90092B0C5914405C34FAC6CC2B91DA82F9CB8DE00D6D8F9ABEB9870F168FB,B271956B13DCF501C8B5D7C477F55B845DA6C42537FB9743C05DB2718EBA538E,1
547,547,닙,U+B2D9,V319 atlas; V320 assignment; identity,61,41,30CE8E3E0DA1699DF8169E4FD11419534528B535C383C496E4CB7B5DA0F37F6A,063658AD3E6A286794D70D765C5CCD6F7C2AB450C1F6990C6B0711285F0EA052,1
548,548,필,U+D544,V319 atlas; V320 assignment; identity,73,53,03C6D6FAE29A1FAE89EA610C2811598D03FD377B24121C779EB5EA1E9FF7A32B,D58DA03221273630C301AF2DE4DE23F06F34D03BAD8E0EB2934B8682C952ED32,1
549,549,착,U+CC29,V319 atlas; V320 assignment; identity,57,39,DDC306E3B8C162FC0D9ED5D3F81698219FDA8ED50766208E595CB6638574B99B,7193E9121A1421121D758EF143A70A394BD64E3EFD4FB4C90543982C55B3B962,1
550,550,외,U+C678,V319 atlas; identity,60,40,2753DF128BB4946C40FA62CE2FC8EEB23F9E17B6B4D19185699D279E55D883BC,913149BDB1295B447AED3A635DA64075081EF89F3719195AEDDE49FC04EE1E7D,1
551,551,혀,U+D600,V319 atlas; V320 assignment; identity,62,40,264778F613376889E86DB2A0077140D3ED746D5F2CC55839E631059820AFC66D,E5F455898881972134F406888EE43C6FC99BDEFA0378D4B4C85501760CADD17F,1
552,552,옛,U+C61B,V319 atlas; V320 assignment; identity,75,45,9DFC7F2C8A4B11645C33CCBA4955A420FE70FD30A051765C998485E79267019E,65DD450732C2A4F50845BBA19B22C104FA59F09B699A9F1535A892D9B9F951F3,1
553,553,또,U+B610,V319 atlas; V320 assignment; identity,49,37,EED426991007B06AF8091A77A132E0FF3B6B0BD63C7FB5FBDB07ECE092C919A6,FFC56CD472CEBA57ECAD88736F919FBC70E7AB7E1D256686C1EA265ECC0A7388,1
554,554,층,U+CE35,V319 atlas; V320 assignment; identity,61,47,7EDBB9178282A30E5CC0BC7D5D9563A03C723565A0DF546D846FCE6B3CEFCD9A,84439E50DE5BFD870DE4CFC1BA2002FEF777374AE9F03C61A7F6F22CCC7B7B17,1
555,555,굉,U+AD49,V319 atlas; V320 assignment; identity,65,46,0A3C8A32C09A3D381D0D9D6E0F17194EA417B728E8D5EE9DF2A628C58BB771A0,C0A81B8D8495F89EEE755308C8BE5F3EC60A09384965173C49C01F4DF463D855,1
556,556,재,U+C7AC,V319 atlas; identity,73,44,0B81060DF4FC24EB429446A74B9FC38DD6BEB8EAF2B9C0BE5DF83C32452050F5,3DF2976B204A06744E6DA8D5A8B0C3A55CEE5A302D18C31E88E847F32B3EA039,1
557,557,땅,U+B545,V319 atlas; V320 assignment; identity,70,47,3CBD730E243139B4D923F86277DADC923AD33C5AE51C966C8F7076031493F114,021181D32D6339E170CE34D39CB3F8D1F66DEC3E1B6BA5F7EF7707850CA0394A,1
558,558,링,U+B9C1,V319 atlas; V320 assignment; identity,61,45,647F5D808094E0DDB72375DECDCE6DC70F059BA5ADCC0138A921242902CFB5F3,CCE639086C67AA143E89969A7189ED9AC974F0948153F10C5CF383445BBF2E18,1
559,559,났,U+B0AC,V319 atlas; V320 assignment; identity,62,38,AFFB6CA4B3F954F03627BBFE5E031A4FFF30D65DA12AE561FDB01EB39E72BF30,E5F8C9CFCD878576F4F8A2F192251B21FB195A08B7C4F62D3A8395BB12948209,1
560,560,찌,U+CC0C,V319 atlas; V320 assignment; identity,58,35,2884ACC2848EC0EC1A4E45BE69E40141A372209CBE9ADEA6167EBF26BF2A19C6,F3D0470436E7383506B2B25CB3AE4EA10C88AF91CD8435B40157E05BE27E4098,1
561,561,쓸,U+C4F8,V319 atlas; V320 assignment; identity,72,52,DF580F5812D594FA31B0CCBFE02D202C5678EF1BB571A88BB8A39D3DCDD5B5F2,50415E2CAA0FE1DF3F660FABC0178E8D5C6DC5EEE4C737E29C3ACC121D308A7A,1
562,562,렴,U+B834,V319 atlas; V320 assignment; identity,73,55,24B1513E37C5E1BC84D29A8FAE6AEA833608677697C6217549E41D26C8775023,8B2D6E0088F24E3BCC29AD4B1E8EB4BCEF25D3608D4DED981316D56E886FCD35,1
563,563,갔,U+AC14,V319 atlas; identity,63,37,1CFC125F93FF4B74F32F2A803A90C34F03A365D49FEEADA9AA92CAC4AFF7F598,BB3E1000A660DE97043BA94F262EE2BC9CA9D7946AB73F7190A785AC71F2124B,1
564,564,낙,U+B099,V319 atlas; V320 assignment; identity,50,36,1D14A9340732689263DF40A0205A4F2F0349BB021610074529B66F683CD0F87F,884210ED14BD2D4A6F0FC3447FB651A31BBA12C577795333D1D9431125A803DE,1
565,565,듯,U+B4EF,V319 atlas; V320 assignment; identity,55,39,D56DD3AB9364F8701AE69A23BF9A8A2A7F7335643DDE756B16035EC5ED66B5A3,3D2802C46FF37F2B36A14EBEDCF48881BC97D5E67CF1879F24A452152CD02181,1
566,566,샤,U+C0E4,V319 atlas; V320 assignment; identity,48,29,30576D2B368BD494374A4A9076B3081F6EDA031ED26ECE45A77BD077255A21F0,48E74857624FFD874F7662E3E4A34390FAFB84299E8A4EEAC03975EAC36BBFCE,1
567,567,젠,U+C820,V319 atlas; identity,75,48,D0E10B1896B039F2051D1D51F808D2347D8EB9E0D868FFCBFEF2C60582393B17,7BE737261F5F183A099B1DF5E0555B85095A7E652F1D4AF4DF9061D11EA68199,1
568,568,좀,U+C880,V319 atlas; identity,77,56,C8EDA519E5D1D062619E512CE1C40AD39A1257A792AD8987AA2766EE3FE4D8B1,6205BEA598F66D5FEE52583691101F534977D8BD78F3E0ECF10AA118D8972952,1
569,569,달,U+B2EC,V319 atlas; V320 assignment; identity,64,49,D54142126FAFA2E16C824CEAA8D5CFE1771A797888305BA1B598E9706B342948,3C3490B1C18B3D9903CD839B0B45F9026FC278F539CEEC2411D3D55946599B29,1
570,570,값,U+AC12,V319 atlas; V320 assignment; identity,72,44,2A7FA7CE2D0470F7C650C483B0726CAFB206CCD85D02B3E0EDDC97FC57E48BDC,A9A427071464F81267EF1EF89982E34E5A285A672F134B3334807EC480A45F70,1
571,571,칠,U+CE60,V319 atlas; V320 assignment; identity,67,46,A76755AFD50E3702CEB60BFA7B6A2E57E35A81ABD222890EB27C1E1FA04774BC,09ACE36044BA63202D301ECB0B7A5B9A87330295A05EF20A9C011BEEAA36F48C,1
573,573,범,U+BC94,V319 atlas; V320 assignment; identity,75,52,F8880436E958E018DFBD15B08CF29347666F4CC51E65FA69E65849E8434686E7,97882CD3B5A3B681B7385E205387941C0B95042CB708E540E871D1BB2229403F,1
574,574,북,U+BD81,V319 atlas; V320 assignment; identity,62,47,4278F5EEDF14E29DB3F271D0E2578F74B5711CDE3CB6806615902361C5FEB4FC,1632B7BCD2EBD505E69A29FCA11D10E7B1596C5B1512D8097B5AC57C85115D5E,1
575,575,쌓,U+C313,V319 atlas; identity,71,47,BF54E13EBFA473EF8CCBA4859A177AF6E1306222E1F1FC525824AD9F8CC21438,7E6BCA113817ABE9674E58AB4B3415B352588CE2DCA91F1736E037C2C88C4642,1
576,576,먹,U+BA39,V319 atlas; V320 assignment; identity,62,44,D4A774C5FDF5A7C4ED6EEBE0A63D5B6EB12AF7747665E29D78843A10B7EE07E4,4366D225842AC03DB3A0DA864E8CF891F8991FA168848DE24DB3B510E6F4F540,1
577,577,굴,U+AD74,V319 atlas; V320 assignment; identity,67,55,F1049103276083251321B246E39F1EF37119B8F6BD3DC5DC1980E6DEF5F52D92,95A2C4763ABECF56D853DE1A39B8A5AFE0FE8681DDCFC817BE5ED78B9B5DD6E8,1
578,578,엘,U+C5D8,V319 atlas; V320 assignment; identity,87,58,334BD2CD0CC56D127084446601B08B3F9DB9A52C01523C6A5F0FEB3703AB8E07,C8577232B1059AEE2F3CE74B7016BE5A23E0A85C402A4AC7C709A30AA339A1D1,1
579,579,끄,U+B044,V319 atlas; identity,36,28,0E3043AB0BB3A71FA83C633B21E036E14F1FE3D8AC76E60AC4986C0238CD27B6,75C7B759521324FED4E95403BEC2A81F7E484C411302C329402FC4896D571588,1
580,580,끌,U+B04C,V319 atlas; V320 assignment; identity,69,55,9227A50E3A2A25B579167DAE19F34449ED37FE14B173F819DF46F08A0DE1C502,3F8B2523527CF7F4347D88923B8EB75D522D55731F88E011591C909D621B3359,1
581,581,햣,U+D5A3,V319 atlas; V320 assignment; identity,66,44,E41F71D392C4F43D2CDF02EF9DBA15BD0EEB811195648B072B2A1FE438B2BC37,5E2E0A031FA8640AD257F09F7CA3A9A7366966CC17269E0412A2E35AE6CD5818,1
582,582,귀,U+ADC0,V319 atlas; V320 assignment; identity,65,41,DB9A1C0E6EC72F5431B27541AC24D17A102633D55BE392C59FF64E7A78E3D6B7,D122F73BCE93486998E79E767DC9642327E00C1F8C1453673683E086EF9CFAE7,1
583,583,낳,U+B0B3,V319 atlas; V320 assignment; identity,61,44,ACB397046AF5DEF2A778B6E9C31A81E27B1BA52856AFF15627ADF989A17C999F,6E3E582E663441EED1A913430FB9D1791B72D70ED40B470FC87ACE457E4656EE,1
585,585,킬,U+D0AC,V319 atlas; identity,65,46,42AD5494D90EA442637150D25BD8E5EAC6EF8B1A63E6195B32AE27FFA62EE95F,EAAC7D9E1119F779F84BF22F15510EE45177865A183FDB5F69BFF5D7EFC84FDD,1
586,586,릭,U+B9AD,V319 atlas; V320 assignment; identity,54,41,2112E1F1C12A029AB8AA5C843D4E77AE86AAB7697D4DFF060DE51A07DE259827,EA3B179F329BDE011DE6DFAD86676F8C164244EA827BEED1854DF01B6E969FDF,1
587,587,깐,U+AE50,V319 atlas; V320 assignment; identity,62,40,ACF1E731E32D1D1531CCDACDEC74AB55EE2F196811C06CD585EA800F31BB3114,629A5BA4519AC77492893B45CBC3BDE9ECD73F03387CE44C857A20854AF74986,1
588,588,겸,U+ACB8,V319 atlas; V320 assignment; identity,68,46,45C6CEA3E4D7B4F294F59CB2DF0ED7670ECEB8EB80A5DADE04ECA9623A03500A,FB121E6CEE1370CB19CC70E315D84208BC68C9E170E437097D27A08EA0C7F800,1
589,589,근,U+ADFC,V319 atlas; V320 assignment; identity,47,37,741ABD5089A1412942AE1E4CA5D0941D88C9EF3793A9D5C1D1009ABDC7F5F5C7,E1E75A7DFD8FD23A2510C8DB69E6D9241F1251C5FD4000B68350AC29E3DCDFF3,1
590,590,랑,U+B791,V319 atlas; V320 assignment; identity,63,48,7AA1F88DCBA350E0A6631720CC729CF710129F81AF60C4EC66DE5795BDFC7D72,D473985BAD25D1D9F46165FB12F67C4AF88D88E290917F03D160F29DF3242735,1
591,591,쨌,U+CA0C,V319 atlas; V320 assignment; identity,90,57,95E0083A93A1E2F6095E267BDE9D535C3A50CF5AE7871A135260913948381361,18116586EE15A52D27205CFFD002133233B27B25D515F76ED911A98281521E3F,1
592,592,셈,U+C148,V319 atlas; V320 assignment; identity,80,52,3A0B82A8C89633F70F181EC9C7745BC168A7E7176E16353B931425B6AF1186C9,840A98AD3F5EA7E773CA647E7E2035DAA67B3B6A21F23B9EE4F99B7299E92F82,1
593,593,섬,U+C12C,V319 atlas; identity,65,41,B6BF2ECE85B144220FA1FAF51A9D70C8D927120DDAE9931D02F92638634B1A5A,7E4CCC9183AC0341DEEE313D2B9F2B3E29F51C8DA79374E4E1B3CE4D5ED6E0DA,1
594,594,퍼,U+D37C,V319 atlas; V320 assignment; identity,61,39,34533D0DD352AC92ECEC0EE32E923948D3EC7AF2F1B148F844E06B8DBAB9E1A7,C968D01410BE0B3D961B0F0F7A9052C73330EDFF9DCC30175903CB0DB22B0E4B,1
595,595,획,U+D68D,V319 atlas; V320 assignment; identity,70,50,1DF4C1528283CB9ACF519BDC17E774428C83940880C6DCAC519A27CC693DD8FC,C1CC43E8B71B1E4C69E666D06F6F68D1657A2FFAC43D9132D16B15CFEAB603BF,1
596,596,띠,U+B760,V319 atlas; V320 assignment; identity,56,34,C1DD402AC7B426DCF2EA4222BD970B6E9BDF81F87BE9D74CCA69D804BC10E82F,65F3F370879B68EBF0A95DA464DC81AE324A8F230EB74D405DF23E3EDC62BEB9,1
597,597,므,U+BBC0,V319 atlas; V320 assignment; identity,42,33,507782A6CA1879C91B685601105FE55A07467D8EC8BC7992366747CB67EEBF24,53777DAFF10A6B60D825F8E336A3EEEBD8FF0F8AF45A893F440D2D0AF14EBB26,1
598,598,끼,U+B07C,V319 atlas; V320 assignment; identity,54,31,74034CEE64CCE341423B0BF11F487134ACFDDAF2A8BBF348385C7079E5FCEEA7,7884A6BA16F06064115DD01A5700DDD71F77E0F1F496360D8ED92E26BE9E0083,1
599,599,싫,U+C2EB,V319 atlas; identity,72,48,F9F250A7EB85637654FE7C0DFD0E68E3D2EC5CB563FAF07E8F40B9E789E596D5,A408CFFC8D9C65F26E32732D717320922BA172BC36FBE0A7F9C137B15119082E,1
600,600,삼,U+C0BC,V319 atlas; V320 assignment; identity,64,41,FD5EE3C660C48D8E34788082FE261110C523356B9335BC39C788DBFD2AEE226C,1C1C863416060BA367B862FF058D46A40A06B4F0CF979EBB90101E9165CCFEF4,1
601,601,판,U+D310,V319 atlas; identity,64,45,1C74AC51EEA229DFA33AA07320114A7B2BA29CB461027DBBC399F7F17DE80BE4,B27CF57BD2AE447034E1D8CA0433114BA9CE319D7E2E148C0B4E644D98022D3D,1
602,602,걱,U+AC71,V319 atlas; V320 assignment; identity,52,35,0885369870D2D2B18382652210B639C83639FE55F658EBCEA370225371DACE05,18BF8CEC3DBA4A11D31BB16B13C82F1A0FCD0D91E39DDE2AC3341D2C97155024,1
603,603,갚,U+AC1A,V319 atlas; V320 assignment; identity,64,45,4DEBB7D59575A675491CE06C4DD745A3506B98433BBB9E8C9122B3A7B5046CC4,FF2669C8C09C8012A9E14A80F895F580713ED2A2701AC840181B8513F7274ACD,1
604,604,읽,U+C77D,V319 atlas; V320 assignment; identity,69,46,784F365511499D305C51745816D977BEBEE3AA634B6EA1E22432EE51280A9E8E,9EAB84FB0701DAF5F576EBA5C1C011AD14B78A96AD60053EE381C20359E8E256,1
605,605,닫,U+B2EB,V319 atlas; identity,59,44,DBC38867A68C5C19C6284C313381DFD6D82870D34B4FD87E6733BBE6E69D37C5,20A73075E5E210C820B526088AF8821D1A6EA43443FA99B02B2064314A67624D,1
606,606,놀,U+B180,V319 atlas; V320 assignment; identity,67,54,17884B6EE0CE7DF4483A3EECA47F99FBCB3483C99DDF6397C16E9010468EE3AB,3A437F911427B15B597FAC723C6B781B2B0B18434EDEEEBC9E73FB89DEB02373,1
607,607,뭘,U+BB58,V319 atlas; V320 assignment; identity,83,58,F34E2140575992E777F608BBDF07460B5729DDA5243D5B20308C2707695CB88B,814F29E68D1AB5341BEAE539A520910AC8016839EE32BBB9175CE95CED5322D2,1
608,608,죄,U+C8C4,V319 atlas; V320 assignment; identity,62,40,EDAC37F861AF60D26318848AF733F09EEA301AC55C07B8644C92002F9F0FFC3D,7A4E60A4805386D885A8AE72BE7C87CB4E14ADD2C690CC04270DF107DB57A503,1
609,609,창,U+CC3D,V319 atlas; V320 assignment; identity,64,43,79BB37315981838451239A39C4B5022EE4032346146D4545836D97E50B39181C,6E82E2C7258F8FFF45E7FE489EC60DFDE333F9E0BE7A8C1BFC6C5805E7F9CA67,1
611,611,친,U+CE5C,V319 atlas; V320 assignment; identity,56,35,F015013FA26E850C0DCB9420AF403D12981F563581706F2209DE66B8DF611A7C,F8694802537F253B7F45F1357FBCEBEA00782DB6AF3160DB15548BA9F8B2B022,1
612,612,끔,U+B054,V319 atlas; V320 assignment; identity,67,50,05C05288EC264B2197F2255C83F546924E55127CB907FE5CE01839C5DE132DDA,D5BB208348FFDEFEF4E10582ACBCB6662FE04DEE434BEF7F8801D2A35CF920FC,1
613,613,껏,U+AECF,V319 atlas; V320 assignment; identity,63,38,D6B255CE8DC8D6C186127BC676D0962642CA621263A2B724BF7FA8CDADA4D289,6D6A57523478E27707A2935B3503606732C1981701CA5D73C57BD8B72E1D15DE,1
614,614,멘,U+BA58,V319 atlas; V320 assignment; identity,78,52,9174F7BC34E5F0B300734A96143DB2E222593D646D26C874CE33079922F7122B,F5442395F403E7720FCB2CE453C73A45388BE8A31282FBE26156BE95CDEE73B6,1
615,615,륭,U+B96D,V319 atlas; identity,78,61,7D737AE1FCE21725C617EED1CA0F2F99AD066594D080BA6C7AD4A02D8548BF0C,7BC37B11EA295955ABC6E5434D5C3C8FD45B72F31B0B4A52FA89F6D3454E4852,1
616,616,쁜,U+C05C,V319 atlas; V320 assignment; identity,62,47,DEC0481BF2E9BCD85941736824A5A749A1B43C1DB83CEA4ACA9769EB9FF503F6,51FF323ED0A1DAE4FD995877FC0EAC1BAC27EAB23704406413097D4EEAF17ADC,1
617,617,널,U+B110,V319 atlas; identity,63,46,9861A967F86470EE0E71E708CB45B3423762E2DA6D0ADB7AD56D78B8EE83FB9E,C7D38767CC2CC0D0B6DD331250D1CEBD7AC93D97991D7ED24904D02A7D14AE0B,1
618,618,뜻,U+B73B,V319 atlas; identity,60,41,4670046AE18F7CF79C850D926B25E1BB8C7A9D9F9F2BDAF280F61CDDD1366614,D06A3A3869753DBC58533BD7C4996E9E69E2C604782413D28006416D52ACEB8E,1
619,619,딘,U+B518,V319 atlas; V320 assignment; identity,51,35,8B66F9A27C617B71ACFF67EBAADB2063494EE56FAA8F0970BFC0DB4E0AF198B6,B6032797594853F6BFA81095179746F3D5FCA61F79849C8615A1AEBA9154617A,1
620,620,벽,U+BCBD,V319 atlas; V320 assignment; identity,65,47,3B1F9D00961FEB90C4DA4E2051C0D5B02732D52BB0BC79595A689307555D6B20,47D1DB12C08C4B5B3874AB5E54ABC5F571C3AEAF6DE8E624D8C04BE021C6521A,1
621,621,얼,U+C5BC,V319 atlas; V320 assignment; identity,70,48,A274C41DCC797A1E3B14EAD0DC4D0DABB11A50DC1A431667A672740B65BF0789,B20379BB53F8D43B74522D2E795B3D16FB3C6773F8485ED1A5D54563C8AB6DF3,1
622,622,롭,U+B86D,V319 atlas; identity,81,65,7FFD09A356EFC7FC0677D0837A8E0DEA76D67066F7AB726264811885AA926067,89855D38BC19494F3E5713EB04FCC92CEF639B14674CC89F6C19A53CDA87652A,1
623,623,캐,U+CE90,V319 atlas; V320 assignment; identity,72,46,E23ABF3885DAFBC62BA9BFADF814EC8B9609BF847859CA793D133370BCFF5F09,BE74228B3ACD31C53C2E085A793A461F6047745F5E406068759294235FA3BE2B,1
624,624,콘,U+CF58,V319 atlas; V320 assignment; identity,64,50,0D77AA3AF42C7B215122AB23533ABB05AE3AF3FA16886EE820987D3D66FFA87E,FF26894BC4765BE48CAE7DBF563B6826256914CBCA7ECCBF6249970A07046063,1
625,625,칭,U+CE6D,V319 atlas; V320 assignment; identity,62,40,B3C57C217D57ACB3A2150415151413CC069E0ED17B401151C55F1F03C83DDE62,EE80C70F9AD68CDF19E8133ACE7B92B3A6B60E5E189E05F923CA0BD07DF70CEF,1
626,626,텐,U+D150,V319 atlas; V320 assignment; identity,73,52,5C5CE17686E6D8EF94BD8C6C9EEC7E7C6C5BBCC57A63CB253DBEC2CFD6160231,86B0900220DAB02D9F5ADBD295707DCEF1ECCA178637C1D8EFD0FA37703C382A,1
627,627,옷,U+C637,V319 atlas; V320 assignment; identity,59,39,D6994FC6D66330AF65B5FCDA2A2AC20BFCAF8A6B296A15AB72F89FEA22B3AE13,54056B3931863F3C3E298B059573F8FA74D8CA73F8D5C6655580652550500AF8,1
628,628,흥,U+D765,V319 atlas; V320 assignment; identity,69,53,185EA090F6598E338642692F0895BCA93CED3252F79B9EEFFF4BF8D6803E61A9,A3600BE1F13E44B9BC87D855041D4423DC288D412CC762697A431076F0561D9B,1
