member,offset,before,after,region
PSX.EXE,0x80439,E9,24,ui_pool
PSX.EXE,0x8043A,85,A1,ui_pool
PSX.EXE,0x8043B,E9,DD,ui_pool
PSX.EXE,0x8043C,BD,66,ui_pool
PSX.EXE,0x8043D,9C,DD,ui_pool
PSX.EXE,0x8043E,DE,EF,ui_pool
PSX.EXE,0x8043F,F3,A1,ui_pool
PSX.EXE,0x80440,00,4A,ui_pool
PSX.EXE,0x80441,E9,00,ui_pool
PSX.EXE,0x80442,4F,DD,ui_pool
PSX.EXE,0x80443,DE,24,ui_pool
PSX.EXE,0x80444,74,56,ui_pool
PSX.EXE,0x80445,E9,19,ui_pool
PSX.EXE,0x80446,BD,29,ui_pool
PSX.EXE,0x80447,9C,54,ui_pool
PSX.EXE,0x80448,E0,2D,ui_pool
PSX.EXE,0x80449,65,07,ui_pool
PSX.EXE,0x8044A,E9,3B,ui_pool
PSX.EXE,0x8044B,4F,D1,ui_pool
PSX.EXE,0x8044C,E9,00,ui_pool
PSX.EXE,0x8044D,C7,DD,ui_pool
PSX.EXE,0x8044E,E0,28,ui_pool
PSX.EXE,0x8044F,B5,DD,ui_pool
PSX.EXE,0x80450,00,2B,ui_pool
PSX.EXE,0x80451,E9,53,ui_pool
PSX.EXE,0x80452,AF,A1,ui_pool
PSX.EXE,0x80453,E0,04,ui_pool
PSX.EXE,0x80454,5E,DF,ui_pool
PSX.EXE,0x80455,DF,52,ui_pool
PSX.EXE,0x80456,1A,03,ui_pool
PSX.EXE,0x80457,E9,00,ui_pool
PSX.EXE,0x80458,2A,DD,ui_pool
PSX.EXE,0x80459,9C,36,ui_pool
PSX.EXE,0x8045A,E9,DD,ui_pool
PSX.EXE,0x8045B,77,34,ui_pool
PSX.EXE,0x8045C,E0,0F,ui_pool
PSX.EXE,0x8045D,F5,A1,ui_pool
PSX.EXE,0x8045E,00,DD,ui_pool
PSX.EXE,0x8045F,E9,89,ui_pool
PSX.EXE,0x80460,9A,DD,ui_pool
PSX.EXE,0x80461,E0,C9,ui_pool
PSX.EXE,0x80462,65,00,ui_pool
PSX.EXE,0x80463,9C,DD,ui_pool
PSX.EXE,0x80464,E9,40,ui_pool
PSX.EXE,0x80465,90,DE,ui_pool
PSX.EXE,0x80466,E0,78,ui_pool
PSX.EXE,0x80467,E6,A1,ui_pool
PSX.EXE,0x80468,00,17,ui_pool
PSX.EXE,0x80469,E0,DD,ui_pool
PSX.EXE,0x8046A,9C,12,ui_pool
PSX.EXE,0x8046B,EA,DE,ui_pool
PSX.EXE,0x8046C,3D,9B,ui_pool
PSX.EXE,0x8046D,EA,00,ui_pool
PSX.EXE,0x8046E,55,DD,ui_pool
PSX.EXE,0x8046F,9C,6C,ui_pool
PSX.EXE,0x80470,E9,DD,ui_pool
PSX.EXE,0x80471,90,B0,ui_pool
PSX.EXE,0x80472,E0,29,ui_pool
PSX.EXE,0x80473,E6,09,ui_pool
PSX.EXE,0x80474,00,A1,ui_pool
PSX.EXE,0x80475,DF,29,ui_pool
PSX.EXE,0x80476,08,0C,ui_pool
PSX.EXE,0x80477,DD,04,ui_pool
PSX.EXE,0x80478,CF,00,ui_pool
PSX.EXE,0x80479,E9,DD,ui_pool
PSX.EXE,0x8047A,BD,8C,ui_pool
PSX.EXE,0x8047B,9C,0C,ui_pool
PSX.EXE,0x8047C,E9,DD,ui_pool
PSX.EXE,0x8047D,0C,42,ui_pool
PSX.EXE,0x8047E,DF,A1,ui_pool
PSX.EXE,0x8047F,E6,DD,ui_pool
PSX.EXE,0x80480,00,10,ui_pool
PSX.EXE,0x80481,EA,DD,ui_pool
PSX.EXE,0x80482,59,0A,ui_pool
PSX.EXE,0x80483,DE,00,ui_pool
PSX.EXE,0x80484,FE,DD,ui_pool
PSX.EXE,0x80485,9C,8D,ui_pool
PSX.EXE,0x80486,EA,3D,ui_pool
PSX.EXE,0x80487,6F,DD,ui_pool
PSX.EXE,0x80488,00,3F,ui_pool
PSX.EXE,0x80489,E1,A1,ui_pool
PSX.EXE,0x8048A,EC,DD,ui_pool
PSX.EXE,0x8048B,DE,07,ui_pool
PSX.EXE,0x8048C,74,DD,ui_pool
PSX.EXE,0x8048D,E9,65,ui_pool
PSX.EXE,0x8048E,B1,00,ui_pool
PSX.EXE,0x8048F,E9,DD,ui_pool
PSX.EXE,0x80490,90,96,ui_pool
PSX.EXE,0x80491,E9,30,ui_pool
PSX.EXE,0x80492,BD,DD,ui_pool
PSX.EXE,0x80493,9C,5B,ui_pool
PSX.EXE,0x80494,EA,A1,ui_pool
PSX.EXE,0x80495,6F,DD,ui_pool
PSX.EXE,0x80496,00,AF,ui_pool
PSX.EXE,0x80497,E9,DD,ui_pool
PSX.EXE,0x80498,BC,82,ui_pool
PSX.EXE,0x80499,DF,00,ui_pool
PSX.EXE,0x8049A,1F,01,ui_pool
PSX.EXE,0x8049B,E1,58,ui_pool
PSX.EXE,0x8049C,DF,A1,ui_pool
PSX.EXE,0x8049D,00,DD,ui_pool
PSX.EXE,0x8049E,E9,0C,ui_pool
PSX.EXE,0x8049F,37,DD,ui_pool
PSX.EXE,0x804A0,00,0C,ui_pool
PSX.EXE,0x804A1,00,DD,ui_pool
PSX.EXE,0x804A2,00,42,ui_pool
PSX.EXE,0x804A4,24,E2,ui_pointer
PSX.EXE,0x804A5,AA,BA,ui_pointer
PSX.EXE,0x804A8,30,35,ui_pointer
PSX.EXE,0x804A9,AA,BE,ui_pointer
PSX.EXE,0x804AC,3C,B5,ui_pointer
PSX.EXE,0x804AD,AA,BA,ui_pointer
PSX.EXE,0x804B0,48,F4,ui_pointer
PSX.EXE,0x804B1,AA,BA,ui_pointer
PSX.EXE,0x804B4,54,16,ui_pointer
PSX.EXE,0x804B5,AA,AC,ui_pointer
PSX.EXE,0x804B8,60,D5,ui_pointer
PSX.EXE,0x804B9,AA,BC,ui_pointer
PSX.EXE,0x804BC,6A,EA,ui_pointer
PSX.EXE,0x804BD,AA,AB,ui_pointer
PSX.EXE,0x804C0,79,D5,ui_pointer
PSX.EXE,0x804C1,AA,BD,ui_pointer
PSX.EXE,0x804C4,81,E4,ui_pointer
PSX.EXE,0x804C8,8F,57,ui_pointer
PSX.EXE,0x804C9,AA,BB,ui_pointer
PSX.EXE,0x804CC,9B,22,ui_pointer
PSX.EXE,0x804CD,AA,AE,ui_pointer
PSX.EXE,0x804D0,A4,1F,ui_pointer
PSX.EXE,0x804D1,AA,C8,ui_pointer
PSX.EXE,0x804D4,B4,39,ui_pointer
PSX.EXE,0x804D5,AA,C8,ui_pointer
PSX.EXE,0x804D8,C4,EF,ui_pointer
PSX.EXE,0x804D9,AA,BE,ui_pointer
PSX.EXE,0x804DC,CE,F8,ui_pointer
PSX.EXE,0x804DD,AA,C7,ui_pointer
PSX.EXE,0x804E0,DE,1A,ui_pointer
PSX.EXE,0x804E1,AA,AF,ui_pointer
PSX.EXE,0x804E4,E5,87,ui_pointer
PSX.EXE,0x804E5,AA,B0,ui_pointer
PSX.EXE,0x804E8,EA,72,ui_pointer
PSX.EXE,0x804E9,AA,C0,ui_pointer
PSX.EXE,0x804EC,F8,F4,ui_pointer
PSX.EXE,0x804ED,AA,BF,ui_pointer
PSX.EXE,0x804F0,06,6E,ui_pointer
PSX.EXE,0x804F1,64,C2,ui_pointer
PSX.EXE,0x804F4,12,ED,ui_pointer
PSX.EXE,0x804F5,64,BD,ui_pointer
PSX.EXE,0x804F8,1C,37,ui_pointer
PSX.EXE,0x804F9,64,AE,ui_pointer
PSX.EXE,0x804FC,23,30,ui_pointer
PSX.EXE,0x804FD,64,AE,ui_pointer
PSX.EXE,0x80500,2A,36,ui_pointer
PSX.EXE,0x80501,64,C0,ui_pointer
PSX.EXE,0x80504,36,B0,ui_pointer
PSX.EXE,0x80505,64,BE,ui_pointer
PSX.EXE,0x80508,42,9E,ui_pointer
PSX.EXE,0x80509,64,C1,ui_pointer
PSX.EXE,0x8050C,4E,35,ui_pointer
PSX.EXE,0x8050D,64,BD,ui_pointer
PSX.EXE,0x80510,5A,4E,ui_pointer
PSX.EXE,0x80511,64,BB,ui_pointer
PSX.EXE,0x80514,66,B1,ui_pointer
PSX.EXE,0x80515,64,B8,ui_pointer
PSX.EXE,0x80518,76,75,ui_pointer
PSX.EXE,0x80519,64,BD,ui_pointer
PSX.EXE,0x8051C,81,34,ui_pointer
PSX.EXE,0x8051D,64,C3,ui_pointer
PSX.EXE,0x80520,8D,C7,ui_pointer
PSX.EXE,0x80521,64,BA,ui_pointer
PSX.EXE,0x80524,99,2B,ui_pointer
PSX.EXE,0x80525,64,B0,ui_pointer
PSX.EXE,0x80528,9E,4D,ui_pointer
PSX.EXE,0x80529,64,BC,ui_pointer
PSX.EXE,0x8052C,AA,60,ui_pointer
PSX.EXE,0x8052D,64,BB,ui_pointer
PSX.EXE,0x80530,B6,A5,ui_pointer
PSX.EXE,0x80531,64,BC,ui_pointer
PSX.EXE,0x80534,C2,7C,ui_pointer
PSX.EXE,0x80535,64,C0,ui_pointer
PSX.EXE,0x80538,CE,48,ui_pointer
PSX.EXE,0x80539,64,C2,ui_pointer
PSX.EXE,0x8053C,DA,58,ui_pointer
PSX.EXE,0x8053D,64,C1,ui_pointer
PSX.EXE,0x80540,E6,AB,ui_pointer
PSX.EXE,0x80541,AB,AD,ui_pointer
PSX.EXE,0x80544,F2,07,ui_pointer
PSX.EXE,0x80545,AB,C3,ui_pointer
PSX.EXE,0x80548,FE,4D,ui_pointer
PSX.EXE,0x80549,AB,AC,ui_pointer
PSX.EXE,0x8054C,0C,5B,ui_pointer
PSX.EXE,0x8054D,AC,AB,ui_pointer
PSX.EXE,0x80550,1A,9B,ui_pointer
PSX.EXE,0x80551,AC,AF,ui_pointer
PSX.EXE,0x80554,22,4A,ui_pointer
PSX.EXE,0x80555,AC,AF,ui_pointer
PSX.EXE,0x80558,2A,96,ui_pointer
PSX.EXE,0x80559,AC,AE,ui_pointer
PSX.EXE,0x8055C,32,D7,ui_pointer
PSX.EXE,0x8055D,AC,AF,ui_pointer
PSX.EXE,0x80560,37,BD,ui_pointer
PSX.EXE,0x80561,AC,BD,ui_pointer
PSX.EXE,0x80564,41,C9,ui_pointer
PSX.EXE,0x80565,AC,AB,ui_pointer
PSX.EXE,0x80568,51,BE,ui_pointer
PSX.EXE,0x80569,AC,AB,ui_pointer
PSX.EXE,0x8056C,5F,25,ui_pointer
PSX.EXE,0x8056D,AC,BC,ui_pointer
PSX.EXE,0x80570,69,C2,ui_pointer
PSX.EXE,0x80571,AC,C0,ui_pointer
PSX.EXE,0x80574,69,C2,ui_pointer
PSX.EXE,0x80575,AC,C0,ui_pointer
PSX.EXE,0x80578,69,C2,ui_pointer
PSX.EXE,0x80579,AC,C0,ui_pointer
PSX.EXE,0x8057C,69,C2,ui_pointer
PSX.EXE,0x8057D,AC,C0,ui_pointer
PSX.EXE,0x80580,75,DA,ui_pointer
PSX.EXE,0x80581,AC,C1,ui_pointer
PSX.EXE,0x80584,81,4D,ui_pointer
PSX.EXE,0x80585,AC,BE,ui_pointer
PSX.EXE,0x80588,89,F8,ui_pointer
PSX.EXE,0x80589,AC,C1,ui_pointer
PSX.EXE,0x8058C,97,F6,ui_pointer
PSX.EXE,0x8058D,AC,AE,ui_pointer
PSX.EXE,0x80590,A4,6D,ui_pointer
PSX.EXE,0x80591,AD,BD,ui_pointer
PSX.EXE,0x80594,B0,AE,ui_pointer
PSX.EXE,0x80595,AD,C0,ui_pointer
PSX.EXE,0x80598,BE,72,ui_pointer
PSX.EXE,0x80599,AD,BB,ui_pointer
PSX.EXE,0x8059C,CA,F4,ui_pointer
PSX.EXE,0x8059D,AD,C0,ui_pointer
PSX.EXE,0x805A0,D6,08,ui_pointer
PSX.EXE,0x805A1,AD,AF,ui_pointer
PSX.EXE,0x805A4,DE,45,ui_pool
PSX.EXE,0x805A5,74,DD,ui_pool
PSX.EXE,0x805A6,E9,2B,ui_pool
PSX.EXE,0x805A7,EC,A1,ui_pool
PSX.EXE,0x805A8,E9,8B,ui_pool
PSX.EXE,0x805A9,BD,69,ui_pool
PSX.EXE,0x805AA,9C,00,ui_pool
PSX.EXE,0x805AB,E0,4F,ui_pool
PSX.EXE,0x805AC,64,34,ui_pool
PSX.EXE,0x805AD,E9,0F,ui_pool
PSX.EXE,0x805AE,C7,A1,ui_pool
PSX.EXE,0x805AF,00,50,ui_pool
PSX.EXE,0x805B0,E9,95,ui_pool
PSX.EXE,0x805B1,B7,00,ui_pool
PSX.EXE,0x805B2,E0,50,ui_pool
PSX.EXE,0x805B3,48,3A,ui_pool
PSX.EXE,0x805B4,E9,A1,ui_pool
PSX.EXE,0x805B5,4F,87,ui_pool
PSX.EXE,0x805B6,E9,DD,ui_pool
PSX.EXE,0x805B7,BD,FC,ui_pool
PSX.EXE,0x805B8,9C,00,ui_pool
PSX.EXE,0x805B9,E0,50,ui_pool
PSX.EXE,0x805BA,64,3A,ui_pool
PSX.EXE,0x805BB,E9,A1,ui_pool
PSX.EXE,0x805BC,C7,DD,ui_pool
PSX.EXE,0x805BD,00,29,ui_pool
PSX.EXE,0x805BE,DF,04,ui_pool
PSX.EXE,0x805BF,02,00,ui_pool
PSX.EXE,0x805C0,E9,56,ui_pool
PSX.EXE,0x805C1,2C,7C,ui_pool
PSX.EXE,0x805C2,E9,0F,ui_pool
PSX.EXE,0x805C3,BD,A1,ui_pool
PSX.EXE,0x805C4,9C,DD,ui_pool
PSX.EXE,0x805C5,E0,29,ui_pool
PSX.EXE,0x805C6,64,00,ui_pool
PSX.EXE,0x805C7,E9,72,ui_pool
PSX.EXE,0x805C8,C7,09,ui_pool
PSX.EXE,0x805C9,00,DE,ui_pool
PSX.EXE,0x805CA,E0,0C,ui_pool
PSX.EXE,0x805CB,BE,07,ui_pool
PSX.EXE,0x805CC,E9,01,ui_pool
PSX.EXE,0x805CD,83,00,ui_pool
PSX.EXE,0x805CE,E9,7E,ui_pool
PSX.EXE,0x805CF,BD,58,ui_pool
PSX.EXE,0x805D0,9C,D5,ui_pool
PSX.EXE,0x805D1,E9,DE,ui_pool
PSX.EXE,0x805D2,D8,08,ui_pool
PSX.EXE,0x805D3,E0,25,ui_pool
PSX.EXE,0x805D4,F4,00,ui_pool
PSX.EXE,0x805D5,00,81,ui_pool
PSX.EXE,0x805D6,E0,30,ui_pool
PSX.EXE,0x805D7,47,A1,ui_pool
PSX.EXE,0x805D8,E0,19,ui_pool
PSX.EXE,0x805D9,47,86,ui_pool
PSX.EXE,0x805DA,E0,17,ui_pool
PSX.EXE,0x805DB,47,00,ui_pool
PSX.EXE,0x805DC,E0,8F,ui_pool
PSX.EXE,0x805DD,47,A1,ui_pool
PSX.EXE,0x805DE,E0,09,ui_pool
PSX.EXE,0x805DF,47,DD,ui_pool
PSX.EXE,0x805E0,00,06,ui_pool
PSX.EXE,0x805E1,DE,30,ui_pool
PSX.EXE,0x805E2,FE,00,ui_pool
PSX.EXE,0x805E3,EA,8F,ui_pool
PSX.EXE,0x805E4,60,DD,ui_pool
PSX.EXE,0x805E5,9C,6E,ui_pool
PSX.EXE,0x805E6,DE,3D,ui_pool
PSX.EXE,0x805E7,92,DD,ui_pool
PSX.EXE,0x805E8,DE,B3,ui_pool
PSX.EXE,0x805E9,85,00,ui_pool
PSX.EXE,0x805EA,9C,9B,ui_pool
PSX.EXE,0x805EB,E0,A1,ui_pool
PSX.EXE,0x805EC,5B,15,ui_pool
PSX.EXE,0x805ED,EA,8F,ui_pool
PSX.EXE,0x805EE,0C,86,ui_pool
PSX.EXE,0x805EF,9C,17,ui_pool
PSX.EXE,0x805F0,E1,00,ui_pool
PSX.EXE,0x805F1,9C,AA,ui_pool
PSX.EXE,0x805F2,DE,A1,ui_pool
PSX.EXE,0x805F3,83,DD,ui_pool
PSX.EXE,0x805F4,00,62,ui_pool
PSX.EXE,0x805F5,EA,DD,ui_pool
PSX.EXE,0x805F6,24,D1,ui_pool
PSX.EXE,0x805F7,E9,00,ui_pool
PSX.EXE,0x805F8,1B,DD,ui_pool
PSX.EXE,0x805F9,9C,0C,ui_pool
PSX.EXE,0x805FA,DE,DD,ui_pool
PSX.EXE,0x805FB,92,0C,ui_pool
PSX.EXE,0x805FC,DE,DD,ui_pool
PSX.EXE,0x805FD,85,42,ui_pool
PSX.EXE,0x805FE,9C,00,ui_pool
PSX.EXE,0x805FF,E0,DD,ui_pool
PSX.EXE,0x80600,5B,1E,ui_pool
PSX.EXE,0x80601,EA,DF,ui_pool
PSX.EXE,0x80602,0C,58,ui_pool
PSX.EXE,0x80603,9C,DD,ui_pool
PSX.EXE,0x80604,E1,27,ui_pool
PSX.EXE,0x80605,9C,00,ui_pool
PSX.EXE,0x80606,DE,DD,ui_pool
PSX.EXE,0x80607,83,29,ui_pool
PSX.EXE,0x80608,00,14,ui_pool
PSX.EXE,0x80609,DF,DD,ui_pool
PSX.EXE,0x8060A,9D,2B,ui_pool
PSX.EXE,0x8060B,E9,03,ui_pool
PSX.EXE,0x8060C,5F,00,ui_pool
PSX.EXE,0x8060D,E9,DD,ui_pool
PSX.EXE,0x8060E,D9,3C,ui_pool
PSX.EXE,0x8060F,9C,A1,ui_pool
PSX.EXE,0x80610,E0,DE,ui_pool
PSX.EXE,0x80611,8C,20,ui_pool
PSX.EXE,0x80612,E9,24,ui_pool
PSX.EXE,0x80613,D9,00,ui_pool
PSX.EXE,0x80614,00,DD,ui_pool
PSX.EXE,0x80615,EA,3F,ui_pool
PSX.EXE,0x80616,16,DD,ui_pool
PSX.EXE,0x80617,DF,10,ui_pool
PSX.EXE,0x80618,33,DD,ui_pool
PSX.EXE,0x80619,9C,4C,ui_pool
PSX.EXE,0x8061A,EA,00,ui_pool
PSX.EXE,0x8061B,92,DD,ui_pool
PSX.EXE,0x8061C,DE,3F,ui_pool
PSX.EXE,0x8061D,B2,DD,ui_pool
PSX.EXE,0x8061E,9C,10,ui_pool
PSX.EXE,0x8061F,E9,DD,ui_pool
PSX.EXE,0x80620,D8,A1,ui_pool
PSX.EXE,0x80621,E9,00,ui_pool
PSX.EXE,0x80622,F3,DD,ui_pool
PSX.EXE,0x80623,00,53,ui_pool
PSX.EXE,0x80624,EA,DE,ui_pool
PSX.EXE,0x80625,91,1A,ui_pool
PSX.EXE,0x80626,DE,8F,ui_pool
PSX.EXE,0x80627,5B,30,ui_pool
PSX.EXE,0x80628,9C,00,ui_pool
PSX.EXE,0x80629,E9,DD,ui_pool
PSX.EXE,0x8062A,0D,66,ui_pool
PSX.EXE,0x8062B,E0,25,ui_pool
PSX.EXE,0x8062C,95,A1,ui_pool
PSX.EXE,0x8062D,DF,81,ui_pool
PSX.EXE,0x8062E,1A,64,ui_pool
PSX.EXE,0x8062F,9C,00,ui_pool
PSX.EXE,0x80630,13,DD,ui_pool
PSX.EXE,0x80631,DF,6C,ui_pool
PSX.EXE,0x80632,BD,DE,ui_pool
PSX.EXE,0x80633,00,56,ui_pool
PSX.EXE,0x80634,E9,A1,ui_pool
PSX.EXE,0x80635,52,0B,ui_pool
PSX.EXE,0x80636,E0,00,ui_pool
PSX.EXE,0x80637,8D,DD,ui_pool
PSX.EXE,0x80638,9C,6C,ui_pool
PSX.EXE,0x80639,12,DE,ui_pool
PSX.EXE,0x8063A,11,56,ui_pool
PSX.EXE,0x8063B,06,A1,ui_pool
PSX.EXE,0x8063C,9C,4A,ui_pool
PSX.EXE,0x8063D,E9,00,ui_pool
PSX.EXE,0x8063E,85,DD,ui_pool
PSX.EXE,0x8063F,E9,A1,ui_pool
PSX.EXE,0x80640,92,26,ui_pool
PSX.EXE,0x80641,00,A1,ui_pool
PSX.EXE,0x80642,E9,4F,ui_pool
PSX.EXE,0x80643,8D,24,ui_pool
PSX.EXE,0x80644,E9,00,ui_pool
PSX.EXE,0x80645,5C,DD,ui_pool
PSX.EXE,0x80646,9C,CD,ui_pool
PSX.EXE,0x80647,E0,DD,ui_pool
PSX.EXE,0x80648,8C,08,ui_pool
PSX.EXE,0x80649,E9,03,ui_pool
PSX.EXE,0x8064A,D9,17,ui_pool
PSX.EXE,0x8064C,E9,DD,ui_pool
PSX.EXE,0x8064D,E4,F3,ui_pool
PSX.EXE,0x8064E,E9,A1,ui_pool
PSX.EXE,0x8064F,F3,47,ui_pool
PSX.EXE,0x80650,DE,2E,ui_pool
PSX.EXE,0x80651,74,24,ui_pool
PSX.EXE,0x80652,9C,00,ui_pool
PSX.EXE,0x80653,E0,DE,ui_pool
PSX.EXE,0x80654,8C,08,ui_pool
PSX.EXE,0x80655,E9,DD,ui_pool
PSX.EXE,0x80656,A1,5B,ui_pool
PSX.EXE,0x80657,E0,DF,ui_pool
PSX.EXE,0x80658,8D,29,ui_pool
PSX.EXE,0x80659,9C,00,ui_pool
PSX.EXE,0x8065A,14,DE,ui_pool
PSX.EXE,0x8065B,11,24,ui_pool
PSX.EXE,0x8065C,06,DE,ui_pool
PSX.EXE,0x8065D,9C,44,ui_pool
PSX.EXE,0x8065E,E9,DD,ui_pool
PSX.EXE,0x8065F,85,B3,ui_pool
PSX.EXE,0x80660,E9,00,ui_pool
PSX.EXE,0x80661,92,DE,ui_pool
PSX.EXE,0x80662,00,2E,ui_pool
PSX.EXE,0x80663,DD,DF,ui_pool
PSX.EXE,0x80664,F1,31,ui_pool
PSX.EXE,0x80665,E9,DD,ui_pool
PSX.EXE,0x80666,D9,7B,ui_pool
PSX.EXE,0x80667,E9,00,ui_pool
PSX.EXE,0x80668,1B,DE,ui_pool
PSX.EXE,0x80669,9C,6F,ui_pool
PSX.EXE,0x8066A,E0,20,ui_pool
PSX.EXE,0x8066B,E3,A1,ui_pool
PSX.EXE,0x8066C,E1,33,ui_pool
PSX.EXE,0x8066D,EA,15,ui_pool
PSX.EXE,0x8066E,9C,00,ui_pool
PSX.EXE,0x8066F,0C,DF,ui_pool
PSX.EXE,0x80670,12,22,ui_pool
PSX.EXE,0x80671,00,A1,ui_pool
PSX.EXE,0x80672,DE,7A,ui_pool
PSX.EXE,0x80673,92,DD,ui_pool
PSX.EXE,0x80674,DE,9F,ui_pool
PSX.EXE,0x80675,85,00,ui_pool
PSX.EXE,0x80676,E0,DF,ui_pool
PSX.EXE,0x80677,8D,22,ui_pool
PSX.EXE,0x80678,9C,A1,ui_pool
PSX.EXE,0x80679,16,DD,ui_pool
PSX.EXE,0x8067A,11,29,ui_pool
PSX.EXE,0x8067B,06,04,ui_pool
PSX.EXE,0x8067C,9C,00,ui_pool
PSX.EXE,0x8067D,E9,DF,ui_pool
PSX.EXE,0x8067E,85,89,ui_pool
PSX.EXE,0x8067F,E9,DF,ui_pool
PSX.EXE,0x80680,92,31,ui_pool
PSX.EXE,0x80681,00,DE,ui_pool
PSX.EXE,0x80682,EA,EC,ui_pool
PSX.EXE,0x80683,58,00,ui_pool
PSX.EXE,0x80684,EA,01,ui_pool
PSX.EXE,0x80685,93,58,ui_pool
PSX.EXE,0x80686,9C,A1,ui_pool
PSX.EXE,0x80687,E0,09,ui_pool
PSX.EXE,0x80688,8C,58,ui_pool
PSX.EXE,0x80689,E9,00,ui_pool
PSX.EXE,0x8068A,D9,09,ui_pool
PSX.EXE,0x8068B,00,58,ui_pool
PSX.EXE,0x8068C,E0,A1,ui_pool
PSX.EXE,0x8068D,A8,81,ui_pool
PSX.EXE,0x8068E,E0,64,ui_pool
PSX.EXE,0x8068F,D7,00,ui_pool
PSX.EXE,0x80690,EA,09,ui_pool
PSX.EXE,0x80691,3B,8F,ui_pool
PSX.EXE,0x80692,9C,8F,ui_pool
PSX.EXE,0x80693,E9,83,ui_pool
PSX.EXE,0x80694,85,30,ui_pool
PSX.EXE,0x80695,E9,00,ui_pool
PSX.EXE,0x80696,92,0C,ui_pool
PSX.EXE,0x80697,00,DE,ui_pool
PSX.EXE,0x80698,DD,B9,ui_pool
PSX.EXE,0x80699,F1,A1,ui_pool
PSX.EXE,0x8069A,E9,8B,ui_pool
PSX.EXE,0x8069B,D9,00,ui_pool
PSX.EXE,0x8069C,E9,24,ui_pool
PSX.EXE,0x8069D,1B,86,ui_pool
PSX.EXE,0x8069E,E9,A1,ui_pool
PSX.EXE,0x8069F,F3,71,ui_pool
PSX.EXE,0x806A0,9C,8D,ui_pool
PSX.EXE,0x806A1,DF,00,ui_pool
PSX.EXE,0x806A2,5F,30,ui_pool
PSX.EXE,0x806A3,E0,DD,ui_pool
PSX.EXE,0x806A4,8D,2C,ui_pool
PSX.EXE,0x806A5,9C,2E,ui_pool
PSX.EXE,0x806A6,E0,09,ui_pool
PSX.EXE,0x806A7,C8,00,ui_pool
PSX.EXE,0x806A8,EA,37,ui_pool
PSX.EXE,0x806A9,71,8B,ui_pool
PSX.EXE,0x806AA,E9,A1,ui_pool
PSX.EXE,0x806AB,B9,80,ui_pool
PSX.EXE,0x806AC,E0,68,ui_pool
PSX.EXE,0x806AD,9C,00,ui_pool
PSX.EXE,0x806AE,9C,37,ui_pool
PSX.EXE,0x806AF,E9,DD,ui_pool
PSX.EXE,0x806B0,74,62,ui_pool
PSX.EXE,0x806B1,DE,DD,ui_pool
PSX.EXE,0x806B2,FE,0E,ui_pool
PSX.EXE,0x806B4,EA,38,ui_pool
PSX.EXE,0x806B5,85,DD,ui_pool
PSX.EXE,0x806B6,E9,ED,ui_pool
PSX.EXE,0x806B7,CD,DD,ui_pool
PSX.EXE,0x806B8,9C,48,ui_pool
PSX.EXE,0x806B9,DF,00,ui_pool
PSX.EXE,0x806BA,F2,40,ui_pool
PSX.EXE,0x806BB,E9,DE,ui_pool
PSX.EXE,0x806BC,A4,9F,ui_pool
PSX.EXE,0x806BD,E9,DD,ui_pool
PSX.EXE,0x806BE,0E,A1,ui_pool
PSX.EXE,0x806BF,9C,00,ui_pool
PSX.EXE,0x806C0,EA,45,ui_pool
PSX.EXE,0x806C1,72,0D,ui_pool
PSX.EXE,0x806C2,E9,A1,ui_pool
PSX.EXE,0x806C3,F3,7F,ui_pool
PSX.EXE,0x806C4,9C,87,ui_pool
PSX.EXE,0x806C5,E0,00,ui_pool
PSX.EXE,0x806C6,5B,47,ui_pool
PSX.EXE,0x806C7,EA,3C,ui_pool
PSX.EXE,0x806C8,0C,DD,ui_pool
PSX.EXE,0x806C9,00,1F,ui_pool
PSX.EXE,0x806CA,DE,24,ui_pool
PSX.EXE,0x806CB,92,00,ui_pool
PSX.EXE,0x806CC,DE,50,ui_pool
PSX.EXE,0x806CD,85,3A,ui_pool
PSX.EXE,0x806CE,E0,A1,ui_pool
PSX.EXE,0x806CF,C3,6C,ui_pool
PSX.EXE,0x806D0,9C,1A,ui_pool
PSX.EXE,0x806D1,E0,00,ui_pool
PSX.EXE,0x806D2,8A,6C,ui_pool
PSX.EXE,0x806D3,DF,DD,ui_pool
PSX.EXE,0x806D4,41,E1,ui_pool
PSX.EXE,0x806D5,E9,DD,ui_pool
PSX.EXE,0x806D6,93,48,ui_pool
PSX.EXE,0x806D7,9C,00,ui_pool
PSX.EXE,0x806D8,E0,6D,ui_pool
PSX.EXE,0x806D9,A8,0F,ui_pool
PSX.EXE,0x806DA,E0,A1,ui_pool
PSX.EXE,0x806DB,D7,3E,ui_pool
PSX.EXE,0x806DC,00,4F,ui_pool
PSX.EXE,0x806DD,E0,00,ui_pool
PSX.EXE,0x806DE,E3,72,ui_pool
PSX.EXE,0x806DF,E1,A1,ui_pool
PSX.EXE,0x806E0,EA,45,ui_pool
PSX.EXE,0x806E1,EA,30,ui_pool
PSX.EXE,0x806E2,5D,02,ui_pool
PSX.EXE,0x806E3,9C,00,ui_pool
PSX.EXE,0x806E4,E9,72,ui_pool
PSX.EXE,0x806E5,93,A1,ui_pool
PSX.EXE,0x806E6,9C,8B,ui_pool
PSX.EXE,0x806E7,E1,DD,ui_pool
