over_by,source file,byte offset,needs,budget,korean
33,21/S2045.DAT,0x491CE,75,42,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...
33,21/S2042.DAT,0x483E0,99,66,"초핀: 그 밖에 분열하는 몬스터는 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않습니다."
32,F/SF0B1.DAT,0x47A46,75,43,"국왕: 그리고 성궤가 이 나라 어디에 있는지, 어떻게 하면 손에 넣을 수 있는지"
32,F/SF041.DAT,0x47F56,71,39,불의 정령: 그리고 마침내 세계 생명의 근원인 정령에게 눈을 돌린 것이다.
32,7/S7023.DAT,0x4863A,65,33,무슨 일이 일어날 거라고 해도 말이지. 큰부자라도 될 수 있는 걸까?
32,7/S7022.DAT,0x488F0,78,46,출전자: 라마다사에서 수행하면 뭐시기 버스터라는 칭호를 받을 수 있는 모양이야.
32,7/S7012.DAT,0x482F6,80,48,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?
32,7/S7012.DAT,0x48242,75,43,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.
32,7/S7012.DAT,0x47FF8,72,40,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.
32,6/S6054.DAT,0x45778,68,36,라마다 승려: 라마다 절에서 문이 열렸을 때 안에 보이는 사람의 수는?
32,6/S6032.DAT,0x47A36,87,55,대승정: 그자들을 데리고 이 방에 들어온다는 것은 우리를 배신하는 것과 같다. 알겠느냐?!
32,6/S6032.DAT,0x479DE,69,37,대승정: 무슨 소리를 하는 게냐! 그들이 누구인지는 네게 전했을 터이다.
32,6/S6014.DAT,0x487FE,80,48,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?
32,6/S6014.DAT,0x4874A,75,43,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.
32,6/S6014.DAT,0x48500,72,40,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.
32,5/S5013.DAT,0x48852,80,48,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?
32,5/S5013.DAT,0x4879E,75,43,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.
32,5/S5013.DAT,0x48554,72,40,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.
32,4/S4035.DAT,0x480AC,76,44,아무리 해도 대미지를 줄 수 없을 때는 여러 가지 마법을 시험해 보는 편이 좋아.
32,4/S4033.DAT,0x47E86,68,36,나는 앞으로도 이곳으로 편지를 계속 보내겠다. 너도 가끔 보러 와 다오.
32,4/S4031.DAT,0x480BC,73,41,이것이 편지가 아니라 실제로 너를 눈앞에 두고 전하고 함께 행동할 수 있다면
32,4/S4011.DAT,0x485E8,65,33,병사1: 대왕이 가장 두려워하던 나라라고는 도저히 생각되지 않는군.
32,32/S3066.DAT,0x47E02,54,22,베미의 정령: 하지만 그래서는 이미 때가 지난 것입니다.
32,31/S3031.DAT,0x481B6,77,45,야군: 이 근처의 몬스터도 쓰러뜨리지 못한다면 숲에는 도저히 갈 수 없으니까요.
32,31/S3022.DAT,0x47DF8,67,35,"병사: 우리 군인들에게 맡기고, 잠자코 하는 말이나 들으면 되는 거다."
32,31/S3014.DAT,0x4788A,80,48,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?
32,31/S3014.DAT,0x477D6,75,43,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.
32,31/S3014.DAT,0x4758C,72,40,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.
32,21/S2045.DAT,0x48866,80,48,초핀: 캐릭터들의 방어력이 비슷한 수치가 되도록 신경 써 보시는 건 어떻겠습니까?
32,21/S2045.DAT,0x487B2,75,43,초핀: 동료가 늘어나면 전투에서의 역할에 따라 레벨 차이가 더 생기게 됩니다.
32,21/S2045.DAT,0x48568,72,40,초핀: 싸움은 머리를 쓰지 않으면 안 됩니다. 힘만으로는 안 되는 법입니다.
32,1/S1061.DAT,0x47A12,91,59,"화이트 가문의 딸은 든든한 받침이 되는 씨실. 세상이 무너질 때 불길처럼 치솟는 날실이 나타나,"
32,1/S1061.DAT,0x479AA,86,54,수메리아는 조화의 힘으로 일하는 나라. 화이트 가문은 조화를 이루기 위한 실을 짜는 가문.
31,8/S8061.DAT,0x47EBE,81,50,물의 정령: 그 아이는 바람의 정령에게서 맡은 후진. 쓸모 있는 녀석이니 데려가거라.
31,7/S7028.DAT,0x480D8,67,36,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
31,7/S7026.DAT,0x48DE4,67,36,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
31,7/S7025.DAT,0x48B78,67,36,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
31,7/S7025.DAT,0x489BA,86,55,출전자: 싸움에 강해지는 것만이 수행은 아니야. 정말로 강해지려면 마음의 단련도 필요해.
31,7/S7024.DAT,0x48824,69,38,대회 위원: 시합 시작 직후에 아무것도 못 하고 쓰러지는 분도 있답니다.
31,7/S7023.DAT,0x48B04,67,36,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
31,7/S7022.DAT,0x48A6C,67,36,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
31,6/S6053.DAT,0x47AAE,78,47,"제가 삼십 년 동안 잃어버린 것을, 여러분과 여행하며 되찾을 수 있을 것 같습니다."
31,6/S6032.DAT,0x47AF8,64,33,아무것도 보이지 않는다고 생각하는 거야? 더러운 짓은 그만두세요.
31,6/S6031.DAT,0x479AC,63,32,"승정: 결국은 살과 피를 지닌 인간일 뿐, 두려워할 것은 없겠지요."
31,4/S4033.DAT,0x482EA,61,30,몬스터가 너무 강해서 어떻게 해도 이길 수 없을 때는 어찌하지?
31,31/S3013.DAT,0x483C6,86,55,승무원: 프리 커서로 맵을 확인하고 계십니까? 자신의 턴에 LR 동시에 누르시면 됩니다.
31,23/S2071.DAT,0x47B34,65,34,용서 못 할 놈이 있으니까 베어 버릴 뿐이야. 뭐가 잘못이라는 거냐?
31,1/S1023.DAT,0x48036,82,51,"분열하는 몬스터는 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않는다."
31,1/S1023.DAT,0x47CB8,67,36,숲이나 동굴 같은 곳에서는 뜻밖의 곳에서 적이 나와 당하는 일이 있다.
31,1/S1023.DAT,0x47A40,86,55,아버지의 편지: 네 여행에 도움이 되길 바라며 쓴다. 목숨을 소중히 여기고 끝까지 싸워라.
30,F/SF021.DAT,0x482C2,66,36,바람의 정령: 이 오브를 부순 너희가 하는 말이라면 믿겠지만 말이야.
30,D/SD031.DAT,0x45C48,69,39,내가 다시 깨어났다는 것은 정령들에게 이변이 일어나고 있다는 뜻이겠지.
30,B/SB021.DAT,0x47B14,73,43,"성궤: 자, 나의 시련을 받아라. 너희 자신들의 그림자 분신과 싸우는 것이다."
30,8/S8013.DAT,0x47D10,85,55,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.
30,7/S7031.DAT,0x478B8,81,51,"로크톨: 축하합니다, 당신이 진정한 용사입니다. 자, 상품인 바람의 오브를 드리지요."
30,7/S7025.DAT,0x4875C,66,36,대회 위원: 드디어 결승전입니다. 여기까지 왔으니 질 수는 없겠군요.
30,7/S7022.DAT,0x47EE4,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7022.DAT,0x47E8A,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7022.DAT,0x47E30,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7022.DAT,0x47DD6,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7022.DAT,0x47D7C,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7022.DAT,0x47D22,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7022.DAT,0x47CC8,68,38,대회 위원: 1회전에 참가하실 분은  씨입니다. 본인께서 나와 주십시오.
30,7/S7021.DAT,0x48582,66,36,출전자: 내가 나가는 이상 바람의 오브는 받아 놓은 거나 마찬가지지.
30,7/S7012.DAT,0x48D22,85,55,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.
30,7/S7012.DAT,0x47F96,77,47,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.
30,6/S6054.DAT,0x4663E,64,34,라마다 승: 다섯 번째 도전이시군요. 슬슬 진심으로 싸워 주십시오.
30,6/S6053.DAT,0x47BFC,77,47,이곳은 어느새 사악한 절이 되어 버렸다. 이제 여기서 가르칠 것은 아무것도 없다.
30,6/S6014.DAT,0x4922A,85,55,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.
30,6/S6014.DAT,0x4849E,77,47,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.
30,5/S5013.DAT,0x4927E,85,55,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.
30,5/S5013.DAT,0x484F2,77,47,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.
30,4/S4034.DAT,0x48304,64,34,"아이템은 자신에게 써도 되고 가까운 동료나 적에게도 쓸 수 있지만,"
30,4/S4031.DAT,0x48160,64,34,"하지만 나에게는 나의 역할이 있고, 이것은 너에게 맡겨진 운명이다."
30,4/S4011.DAT,0x48686,70,40,병사3: 이대로 두면 우리가 아무것도 하지 않아도 안에서 무너져 갈 거야.
30,32/S3065.DAT,0x47D2A,84,54,"베미의 정령: 해도 비도, 그리고 바람도 모두 이유가 있어서 지금과 같이 있는 것입니다."
30,31/S3014.DAT,0x482B6,85,55,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.
30,31/S3014.DAT,0x4752A,77,47,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.
30,31/S3013.DAT,0x48430,92,62,"승무원: 요수도 늘어날 때 HP가 절반이 되지만, 쓰러뜨렸을 때 받는 경험치는 변하지 않습니다."
30,22/S2054.DAT,0x47A86,60,30,대신: 급한 일이 생긴 모양이군. 이야기는 나중에 듣도록 하지.
30,21/S2045.DAT,0x49292,85,55,초핀: 그때 커서와  로 링 안의 기술을 고르고 아이콘의 위치를 바꾸어 놓을 수 있습니다.
30,21/S2045.DAT,0x48506,77,47,초핀: 그 밖에 날아다니는 몬스터에게는 바람 마법이 잘 통하는 경우도 있습니다.
30,21/S2044.DAT,0x4831A,74,44,"왔는가 왔는가, 기다리고 있었느니라. 자네가 없으면 앞으로 힘들 테니 말이야."
30,1/S1011.DAT,0x4799E,72,42,해가 바뀌면 팔렌시아 성에서 마중이 올 거야. 그게 우리 일족의 규율이야...
29,F/SF0B1.DAT,0x479E4,76,47,"국왕: 아크여, 포코와 둘이 밀마나의 토요케 숲에 가서 형님이 무엇을 보았는지,"
29,B/SB022.DAT,0x47E32,85,56,불의 정령: 이제야말로 너희의 말인 인간 스스로의 잘못을 바로잡는 용기를 보여 줄 때다.
29,B/SB022.DAT,0x47C36,76,47,"하늘의 목소리: 그리고 쿠쿠루여, 너는 이제부터 세계에서 닫히는 토우빌에 남아"
29,B/SB022.DAT,0x47A74,65,36,하늘의 목소리: 그리고 모든 것을 사랑하는 마음을 지닌 인간들이다.
29,8/S8041.DAT,0x47C9C,76,47,카사토르: 나와 승부하고 싶거든 이겨서 신전까지 와라! 올 수 있다면 말이지만.
29,8/S8041.DAT,0x47B08,61,32,카사토르: 세상이 나빠지고 있다고? 네가 뭔데 그런 말을 하지!
29,8/S8021.DAT,0x47D7A,77,48,사류족 남자: 동력석은 이제 모든 나라에서 기계를 움직이는 원천이 된 것입니다.
29,8/S8021.DAT,0x47B8C,86,57,"사류족 남자: 그 시절 이곳은 물과 초목이 풍부한, 매우 살기 좋은 땅이었다고 들었습니다."
29,8/S8013.DAT,0x48198,81,52,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다."
29,7/S7024.DAT,0x48B66,67,38,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
29,7/S7021.DAT,0x48DD0,67,38,대회 위원: 내 뒤에 서지 마십시오. 어떻게 되어도 책임지지 않습니다.
29,7/S7012.DAT,0x491AA,81,52,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다."
29,6/S6054.DAT,0x46394,70,41,라마다 승: 처음 도전하시는군요. 그러면 우선 몸풀기부터 하도록 하지요.
29,6/S6021.DAT,0x4861C,74,45,목적을 잊고 단련하여 강해지는 일에만 집착한 마음을 몬스터가 파고든 거구나.
29,6/S6014.DAT,0x496B2,81,52,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다."
29,6/S6013.DAT,0x4834E,88,59,"카데르라면 해마다 무투 대회가 있고, 그 상품이 바람의 오브라는 것이었던 걸로 기억하는데?"
29,6/S6012.DAT,0x48032,65,36,그럼 할아버지가 말한 옛 영혼의 동료가 권법가들 가운데 있는 거야?
29,5/S5023.DAT,0x47A38,70,41,확실히 소환의 항아리로군. 그런데 어째서 정령 따위를 만나고 싶은 겐가?
29,5/S5021.DAT,0x482CE,61,32,신이 나서 자꾸 아래로 내려가면 두 번 다시 돌아오지 못할 거야.
29,5/S5013.DAT,0x49706,81,52,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다."
29,4/S4033.DAT,0x481A6,66,37,싸울 때는 될 수 있는 한 적의 뒤로 돌아 들어가는 편이 좋은 것 같아.
29,4/S4031.DAT,0x47D38,69,40,우리를 구할 성궤는 수메리아에 있다. 하지만 그 힘을 손에 넣기 위해서는
29,32/S3061.DAT,0x48136,66,37,베미의 정령: 그리고 그는 그 벽을 당신에게 맡기고 싸우고 있습니다.
29,32/S3061.DAT,0x47FAC,68,39,베미의 정령: 그리고 세계를 자신들의 욕망대로 파괴하기 시작했습니다.
29,31/S3031.DAT,0x48246,71,42,야군: 이분들이 전장을 구경하고 싶어 하신다. 네가 동행하여 보여 드려라.
29,31/S3024.DAT,0x4613A,65,36,병사: 역시 아무리 생각해도 스파이가 있다고밖에 생각할 수 없는데.
29,31/S3014.DAT,0x4873E,81,52,"초핀: 하나는 고겐 님이, 마지막 하나는 아크 님의 아버님이 가지고 계신 모양입니다."
29,31/S3013.DAT,0x482BA,68,39,"승무원: 이 나라에는 세 곳, 언제 가도 몬스터가 있는 장소가 있습니다."
29,31/S3011.DAT,0x47FEE,71,42,병사: 수메리아국에서 온 사절을 환영합니다. 군 본부까지 안내하겠습니다.
29,23/S2061.DAT,0x4887A,83,54,포코: 애초에 군인은 체질이 아니야. 싸우는 것보다 악기를 연주하는 게 훨씬 즐거운걸.
29,22/S2058.DAT,0x4798A,68,39,국왕: 무슨 일이 있어도 내가 살아 있는 동안에 성궤를 손에 넣어 다오.
29,22/S2051.DAT,0x47C38,81,52,"국왕: 아크여, 너에게 부탁이 있다. 우리나라에 전해 내려오는 성궤에 관한 것이다..."
29,21/S2041.DAT,0x484FE,64,35,"승무원: 어느 나라에나, 언제 가도 몬스터가 있는 장소가 있습니다."
28,F/SF0E1.DAT,0x47BB6,92,64,장로: 요슈아 님께 당신은 인간의 미래를 향한 희망이라고 들었습니다. 아직 끝내서는 안 됩니다.
28,D/SD031.DAT,0x45EDC,72,44,정령의 인도가 있으면 만날 수 있다. 너희를 이 땅으로 이끈 것은 무엇이지?
28,8/S8021.DAT,0x4802E,66,38,사류족 남자: 하지만 그 남자의 자손이 이 나라를 다스리고 있습니다.
28,7/S7026.DAT,0x48A66,65,37,출전자: 내가 나가는 이상 바람의 오브는 받아 놓은 거나 마찬가지지
28,7/S7023.DAT,0x485EE,51,23,출전자: 다섯 개를 모으면 뭔가 일어난다는 모양이야.
28,7/S7022.DAT,0x48852,64,36,출전자: 그런데도 손에 넣고 싶어 하는 건 그만큼 탐나기 때문인가.
28,6/S6054.DAT,0x45E2E,61,33,라마다 승: 수행이 부족한 모양이구나. 다시 해 보는 게 좋겠다.
28,5/S5041.DAT,0x47B36,79,51,"빛의 정령: 아크, 다른 정령들을 가두고 있는 몬스터를 쓰러뜨려 그들을 풀어 주고,"
28,4/S4035.DAT,0x4846C,68,40,모프리는 쓰고 있나? 장소에 따라서는 이만큼 쓸 만한 녀석도 드물다네.
28,4/S4022.DAT,0x47D34,65,37,병사1: 결행은 내일이다. 곧 그놈들과 같은 곳으로 갈 수 있을 거야.
28,4/S4022.DAT,0x47AFA,61,33,두목과 동생분들의 목숨과 맞바꿔서 나는 이렇게 하고 있는 거야.
28,31/S3024.DAT,0x46FFA,83,55,"남자: 토요케의 숲은 예전에는 베미의 숲이라 불렸고, 국민이 믿는 대상이었습니다만..."
28,31/S3023.DAT,0x483BC,83,55,"남자: 토요케의 숲은 예전에는 베미의 숲이라 불렸고, 국민이 믿는 대상이었습니다만..."
28,31/S3013.DAT,0x48314,59,31,승무원: 여기서 여러 번이고 싸우면 점점 강해질 수 있습니다.
28,23/S2081.DAT,0x47890,74,46,대신: 수메리아 왕은 토우빌의 아크라는 소년에게 성궤를 찾게 할 모양입니다.
