row_number,source_file,offset,classification,target_korean,span_count,control_count,inline_spans,slot_a_spans,slot_b_spans,binary_changed,placement_json,review_status
1851,7/S7012.DAT,0x48B0E,선택지,|포코의 악기|투기장|키토우올|다음 페이지,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1852,7/S7012.DAT,0x48B80,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""라마다사의 수행""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""로맨싱 스톤""},{""mode"":""inline"",""bytes"":11,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""장신구 비단 띠""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
1853,7/S7012.DAT,0x48BFA,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":49,""room"":43,""rows"":3,""slot"":7,""disk_id"":""88"",""span"":1,""text"":""고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?""}]",
1854,7/S7012.DAT,0x48C5E,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":45,""room"":35,""rows"":3,""slot"":9,""disk_id"":""8A"",""span"":1,""text"":""여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...""}]",
1858,7/S7012.DAT,0x48DEA,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":61,""room"":61,""rows"":3,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.""}]",
1868,7/S7012.DAT,0x49214,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":34,""room"":44,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""경험치를 두 배로 주는 「비단 띠」는 누구나""},{""mode"":""inline"",""bytes"":13,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""착용할 수 있습니다.""}]",
1884,7/S7021.DAT,0x48D26,선택지,대회 위원: 출전하시겠습니까?|출전|그만,6,5,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""대회 위원:""},{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""출전하시겠습니까?""},{""mode"":""inline"",""bytes"":2,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""출전""},{""mode"":""inline"",""bytes"":2,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만""}]",
1888,7/S7021.DAT,0x48EA4,선택지,|아크|쿠쿠루|토슈|다음 페이지,9,8,3,1,0,1,"[{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아크""},{""mode"":""slot-A"",""bytes"":6,""room"":3,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":3,""text"":""쿠쿠루""},{""mode"":""inline"",""bytes"":3,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""토슈""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1892,7/S7021.DAT,0x4908E,선택지,|포코|고겐|이가|다음 페이지,9,8,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":1,""text"":""포코""},{""mode"":""inline"",""bytes"":3,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""고겐""},{""mode"":""inline"",""bytes"":2,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""이가""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
1896,7/S7021.DAT,0x4921C,선택지,|촌가라|다음 페이지|그만두기|밖으로 나가기,8,7,3,1,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""촌가라""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""다음 페이지""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만두기""},{""mode"":""slot-A"",""bytes"":8,""room"":5,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":7,""text"":""밖으로 나가기""}]",
1923,7/S7022.DAT,0x489B6,선택지,대회 위원: 1회전 준비됐습니까?|예|아직입니다,6,5,2,2,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""대회 위원:""},{""mode"":""inline"",""bytes"":14,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""1회전 준비됐습니까?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""예""},{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":5,""text"":""아직입니다""}]",
1953,7/S7023.DAT,0x48A4E,선택지,대회 위원: 2회전 준비됐습니까?|예|아직입니다,6,5,2,2,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""대회 위원:""},{""mode"":""inline"",""bytes"":14,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""2회전 준비됐습니까?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""예""},{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":5,""text"":""아직입니다""}]",
1985,7/S7024.DAT,0x48AAE,선택지,대회 위원: 준결승 준비됐습니까?|예|아직입니다,6,5,1,3,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""대회 위원:""},{""mode"":""slot-A"",""bytes"":16,""room"":15,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":1,""text"":""준결승 준비됐습니까?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""예""},{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":5,""text"":""아직입니다""}]",
2002,7/S7025.DAT,0x48304,선택지,변경?|변경|유지,5,4,3,0,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""변경?""},{""mode"":""inline"",""bytes"":2,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""변경""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""유지""}]",
2004,7/S7025.DAT,0x4851C,선택지,변경?|변경|유지,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""변경?""},{""mode"":""inline"",""bytes"":2,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""변경""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""유지""}]",
2018,7/S7025.DAT,0x48AC2,선택지,대회 위원: 결승 준비됐습니까?|예|아직입니다,6,5,1,3,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""대회 위원:""},{""mode"":""slot-A"",""bytes"":14,""room"":13,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":1,""text"":""결승 준비됐습니까?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""예""},{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":5,""text"":""아직입니다""}]",
2037,7/S7026.DAT,0x48548,선택지,변경?|변경|유지,5,4,3,0,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""변경?""},{""mode"":""inline"",""bytes"":2,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""변경""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""유지""}]",
2045,7/S7026.DAT,0x488BC,빌드대기,대회 위원: 이번 상품은 그 바람의 오브니까요. 손에 넣어서 어쩌려는 걸까요?,4,3,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""대회 위원:""},{""mode"":""inline"",""bytes"":23,""room"":23,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""이번 상품은 그 바람의 오브니까요.""},{""mode"":""inline"",""bytes"":18,""room"":19,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""손에 넣어서 어쩌려는 걸까요?""}]",
2059,7/S7026.DAT,0x48D28,선택지,대회 위원: 오브 쟁탈전 준비됐습니까?|예|아직입니다,6,5,1,3,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""대회 위원:""},{""mode"":""slot-A"",""bytes"":20,""room"":19,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":1,""text"":""오브 쟁탈전 준비됐습니까?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""예""},{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":5,""text"":""아직입니다""}]",
2068,7/S7027.DAT,0x48720,빌드대기,이렇게 매번 우승자를 나중에 죽여서 상품인 오브를 도로 빼앗고,3,2,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":13,""room"":4,""rows"":1,""slot"":27,""disk_id"":""9C"",""span"":0,""text"":""이렇게 매번 우승자를""},{""mode"":""inline"",""bytes"":14,""room"":16,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""나중에 죽여서 상품인""},{""mode"":""inline"",""bytes"":13,""room"":16,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""오브를 도로 빼앗고""}]",
2098,7/S7028.DAT,0x4729E,선택지,변경?|변경|유지,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":0,""text"":""변경?""},{""mode"":""inline"",""bytes"":2,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""변경""},{""mode"":""inline"",""bytes"":2,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""유지""}]",
2120,7/S7028.DAT,0x48028,선택지,대회 위원: 출전하시겠습니까?|출전|그만,6,5,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""대회 위원:""},{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""출전하시겠습니까?""},{""mode"":""inline"",""bytes"":2,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""출전""},{""mode"":""inline"",""bytes"":2,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만""}]",
2125,7/S7028.DAT,0x48228,빌드대기,클라비스의 책을 받았습니다.,1,0,0,1,0,1,"[{""mode"":""slot-A"",""bytes"":20,""room"":19,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""클라비스의 책을 받았습니다.""}]",
2127,7/S7028.DAT,0x482EE,선택지,|아크|쿠쿠루|토슈|다음 페이지,9,8,3,1,0,1,"[{""mode"":""inline"",""bytes"":2,""room"":3,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""아크""},{""mode"":""slot-A"",""bytes"":6,""room"":3,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":3,""text"":""쿠쿠루""},{""mode"":""inline"",""bytes"":3,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""토슈""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
2131,7/S7028.DAT,0x484D8,선택지,|포코|고겐|이가|다음 페이지,9,8,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":1,""text"":""포코""},{""mode"":""inline"",""bytes"":3,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""고겐""},{""mode"":""inline"",""bytes"":2,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""이가""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
2135,7/S7028.DAT,0x48666,선택지,|촌가라|다음 페이지|그만두기|밖으로 나가기,8,7,3,1,0,1,"[{""mode"":""inline"",""bytes"":3,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""촌가라""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""다음 페이지""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""그만두기""},{""mode"":""slot-A"",""bytes"":8,""room"":5,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":7,""text"":""밖으로 나가기""}]",
2142,7/S7028.DAT,0x48B70,선택지,대회 위원: 정말 출전하시겠습니까?|승리|나중에,6,5,2,2,0,1,"[{""mode"":""slot-A"",""bytes"":7,""room"":6,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":0,""text"":""대회 위원:""},{""mode"":""slot-A"",""bytes"":12,""room"":11,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":1,""text"":""정말 출전하시겠습니까?""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""승리""},{""mode"":""inline"",""bytes"":4,""room"":13,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""나중에""}]",
2143,7/S7031.DAT,0x478B8,빌드대기,"로크톨: 축하합니다, 당신이 진정한 용사입니다. 자, 상품인 바람의 오브를 드리지요.",4,3,1,2,0,1,"[{""mode"":""inline"",""bytes"":6,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""로크톨:""},{""mode"":""slot-A"",""bytes"":26,""room"":18,""rows"":2,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""축하합니다, 당신이 진정한 용사입니다.""},{""mode"":""slot-A"",""bytes"":24,""room"":21,""rows"":2,""slot"":2,""disk_id"":""83"",""span"":3,""text"":""자, 상품인 바람의 오브를 드리지요.""}]",
2148,7/S7032.DAT,0x478BA,빌드대기,로크톨: 이 무투 대회의 상품은 저 바람의 오브입니다.,5,4,1,2,0,1,"[{""mode"":""inline"",""bytes"":6,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""로크톨:""},{""mode"":""slot-A"",""bytes"":14,""room"":13,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""이 무투 대회의 상품은""},{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":1,""disk_id"":""82"",""span"":3,""text"":""저 바람의 오브입니다.""}]",
2197,8/S8013.DAT,0x47996,선택지,|스톤 서클|링 위치 설정|소환수에 대해|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수에 대해""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
2198,8/S8013.DAT,0x47A12,선택지,|포코의 악기|투기장|키토우올|그만,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
2199,8/S8013.DAT,0x47A84,선택지,|스톤 서클|링 위치 설정|소환수|다음 페이지,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":7,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""스톤 서클""},{""mode"":""inline"",""bytes"":10,""room"":12,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""링 위치 설정""},{""mode"":""inline"",""bytes"":5,""room"":6,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""소환수""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
2200,8/S8013.DAT,0x47AFC,선택지,|포코의 악기|투기장|키토우올|다음 페이지,8,7,3,1,0,1,"[{""mode"":""slot-A"",""bytes"":9,""room"":7,""rows"":1,""slot"":0,""disk_id"":""81"",""span"":1,""text"":""포코의 악기""},{""mode"":""inline"",""bytes"":4,""room"":4,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""투기장""},{""mode"":""inline"",""bytes"":5,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""키토우올""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""다음 페이지""}]",
2201,8/S8013.DAT,0x47B6E,선택지,|라마다사의 수행|로맨싱 스톤|장신구 비단 띠|그만,8,7,4,0,0,1,"[{""mode"":""inline"",""bytes"":9,""room"":9,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""라마다사의 수행""},{""mode"":""inline"",""bytes"":9,""room"":10,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":3,""text"":""로맨싱 스톤""},{""mode"":""inline"",""bytes"":11,""room"":15,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":5,""text"":""장신구 비단 띠""},{""mode"":""inline"",""bytes"":2,""room"":8,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":7,""text"":""그만""}]",
2202,8/S8013.DAT,0x47BE8,빌드대기,초핀: 고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":49,""room"":43,""rows"":3,""slot"":1,""disk_id"":""82"",""span"":1,""text"":""고겐 님이 동료가 된 뒤에 오르카스 언덕의 스톤 서클에 가 보셨습니까?""}]",
2203,8/S8013.DAT,0x47C4C,빌드대기,초핀: 여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...,2,1,1,1,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""slot-A"",""bytes"":45,""room"":35,""rows"":3,""slot"":2,""disk_id"":""83"",""span"":1,""text"":""여기서는 어떤 아이템을 얻을 수 있습니다. 스톤 서클에서만 말이지요...""}]",
2207,8/S8013.DAT,0x47DD8,빌드대기,초핀: 소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.,2,1,2,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":61,""room"":61,""rows"":3,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""소환수는 전부 여섯까지라고 들었습니다. 그중엔 찾기 어려운 것도 있으니 여기저기 찾아 보십시오.""}]",
2217,8/S8013.DAT,0x48202,빌드대기,초핀: 경험치를 두 배로 주는 「비단 띠」는 누구나 착용할 수 있습니다.,3,2,3,0,0,1,"[{""mode"":""inline"",""bytes"":4,""room"":5,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":0,""text"":""초핀:""},{""mode"":""inline"",""bytes"":34,""room"":44,""rows"":2,""slot"":"""",""disk_id"":"""",""span"":1,""text"":""경험치를 두 배로 주는 「비단 띠」는 누구나""},{""mode"":""inline"",""bytes"":13,""room"":14,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""착용할 수 있습니다.""}]",
2414,C1/SC011.DAT,0x46DE6,선택지,싸우게 된다. 괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":11,""rows"":1,""slot"":2,""disk_id"":""83"",""span"":0,""text"":""싸우게 된다. 괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2415,C1/SC011.DAT,0x46E48,선택지,싸우게 돼. 괜찮아?|응|그만둘래,5,4,2,1,0,0,"[{""mode"":""slot-A"",""bytes"":15,""room"":11,""rows"":1,""slot"":3,""disk_id"":""84"",""span"":0,""text"":""싸우게 돼. 괜찮아?""},{""mode"":""inline"",""bytes"":2,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""응""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2416,C1/SC011.DAT,0x46EAA,선택지,간다. 물론 괜찮겠지?|물론|역시 그만,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":16,""room"":12,""rows"":1,""slot"":4,""disk_id"":""85"",""span"":0,""text"":""간다. 물론 괜찮겠지?""},{""mode"":""slot-A"",""bytes"":3,""room"":2,""rows"":1,""slot"":5,""disk_id"":""86"",""span"":2,""text"":""물론""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""역시 그만""}]",
2417,C1/SC011.DAT,0x46F0E,선택지,"싸우게 되는데, 괜찮을까?|괜찮아|그만둘래",5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":14,""rows"":1,""slot"":6,""disk_id"":""87"",""span"":0,""text"":""싸우게 되는데, 괜찮을까?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":8,""disk_id"":""89"",""span"":2,""text"":""괜찮아""},{""mode"":""inline"",""bytes"":6,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둘래""}]",
2418,C1/SC011.DAT,0x46F74,선택지,싸우게 되는데 괜찮으려나?|괜찮다|그만두마,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":17,""room"":12,""rows"":1,""slot"":9,""disk_id"":""8A"",""span"":0,""text"":""싸우게 되는데 괜찮으려나?""},{""mode"":""slot-A"",""bytes"":5,""room"":2,""rows"":1,""slot"":10,""disk_id"":""8B"",""span"":2,""text"":""괜찮다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만두마""}]",
2419,C1/SC011.DAT,0x46FD8,선택지,괜찮나?|예|그만둔다,5,4,2,1,0,1,"[{""mode"":""slot-A"",""bytes"":6,""room"":4,""rows"":1,""slot"":11,""disk_id"":""8C"",""span"":0,""text"":""괜찮나?""},{""mode"":""inline"",""bytes"":1,""room"":2,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":2,""text"":""예""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
2420,C1/SC011.DAT,0x47034,선택지,어떻게 할까?|싸운다|그만둔다,5,4,1,2,0,1,"[{""mode"":""slot-A"",""bytes"":8,""room"":7,""rows"":1,""slot"":12,""disk_id"":""8D"",""span"":0,""text"":""어떻게 할까?""},{""mode"":""slot-A"",""bytes"":4,""room"":2,""rows"":1,""slot"":13,""disk_id"":""8E"",""span"":2,""text"":""싸운다""},{""mode"":""inline"",""bytes"":5,""room"":7,""rows"":1,""slot"":"""",""disk_id"":"""",""span"":4,""text"":""그만둔다""}]",
